CodigoArticulo,DESCRIPCION,PRESENTACION,Precios,GrupoTerapeutico,Año
1662,Glibenclamida,Tableta 5 mg,RD$0.20,Antidiabéticos,2025
11507,Glimepirida 2 mg,Tableta 2 mg,RD$2.00,Insulinas y Agentes Antidiabéticos,2025
11393,Glimepirida 4 mg,Tableta 4 mg,RD$5.00,Insulinas y Agentes Antidiabéticos,2025
9745,Gotas Óticas (Polimixina + Neomicina),Frasco Gotero 10 ml,RD$125.00,Antibacterianos,2025
10264,Griseofulvina,Tableta 500 mg,RD$7.00,Antifúngicos,2025
2167,Guante Examen Mediano,Par,RD$3.00,Antipsicóticos,2025
1790,Haloperidol,Frasco Gotero 15 ml,RD$16.00,Antipsicóticos,2025
1787,Haloperidol,Tableta 5 mg,RD$1.00,Antipsicóticos,2025
1359,Heparina,Vial 5000 UI / 5 mL,RD$75.00,Anticoagulantes,2025
10235,Hidralazina Clorhidrato,Tableta 50 mg,RD$40.00,Antihipertensivos,2025
9794,Hidroclorotiazida,Tableta 25 mg,RD$0.30,Antihipertensivos,2025
1575,Hidroclorotiazida,Tableta 50 mg,RD$0.30,Antihipertensivos,2025
1514,Hidrocortisona 1% Pomada,Tubo 15 g,RD$20.00,"Dermatológicos antiinflamatorios, antipruríticos",2025
1640,Hidrocortisona,Vial 100 mg,RD$10.00,Hormonas y sustitutos sintéticos,2025
10743,Hidróxido de Aluminio + Hidróxido Magnesio + Simeticona,520mg + 480mg + 40mg Sobre de 5ml,RD$20.00,Antiácidos antiflatulentos,2025
9282,Hierro Sacarosa,Ampolla 100 mg / 5 ml,RD$40.00,Antianémicos,2025
10237,Ibuprofeno Suspensión,200mg/5ml Frasco 60ml,RD$30.00,Analgésicos-Antiinflamatorios No Esteroideos,2025
10236,Ibuprofeno,Tableta 400 mg,RD$1.00,Analgésicos-Antiinflamatorios No Esteroideos,2025
1055,Ibuprofeno,Tableta 600 mg,RD$1.00,Analgésicos-Antiinflamatorios No Esteroideos,2025
9274,Imipramina,Tableta 25 mg,RD$1.00,Antidepresivos,2025
3399,Inmovilizador de Dedo en Aluminio para Adultos,Unidad,RD$120.00,Ortopédicos,2025
1690,Inmunoglobulina Antitetánica Humana,Vial 250 UI / 1 ml,RD$500.00,Sueros e inmunoglobulinas,2025
9645,"Insulina glargina Recombinante, Análoga Humana",Ampolla Multidosis,RD$350.00,Insulinas y Agentes Antidiabéticos,2025
1663,Insulina Intermedia NPH 100 UI/mL Vial 10 mL,Vial 10 ml,RD$110.00,Insulinas y Agentes Antidiabéticos,2025
1664,Insulina Mixta 70/30,Vial 10 ml,RD$110.00,Insulinas y Agentes Antidiabéticos,2025
1665,Insulina Regular (Cristalina) 100 UI/mL Vial 10mL,Vial 10 ml,RD$110.00,Insulinas y Agentes Antidiabéticos,2025
10388,Ipratropio Bromuro Solución P/Nebulizar,Ampolla 0.900mg/3ml,RD$50.00,Antiasmáticos,2025
9526,Itraconazol,Cápsula 100 mg,RD$6.50,Antifúngicos,2025
2387,Jabón Antiséptico (Benzalconio),Pasta 100 g,RD$30.00,Dermatológicos antisépticos,2025
2392,Jabón De Avena,Pasta 100 g,RD$30.00,Dermatológicos antisépticos,2025
2389,Jabón De Azufre,Pasta 100 g,RD$30.00,Dermatológicos antisépticos,2025
2020,Jeringa 3 ml,Unidad,RD$2.00,Insumos Hospitalarios,2025
2022,Jeringa 5 ml,Unidad,RD$2.00,Insumos Hospitalarios,2025
2023,Jeringa 10 ml,Unidad,RD$3.00,Insumos Hospitalarios,2025
2024,Jeringa 20 ml,Unidad,RD$5.00,Insumos Hospitalarios,2025
2029,Jeringa Insulina,Unidad,RD$2.00,Insumos Hospitalarios,2025
1259,Ketoconazol,Tableta 200 mg,RD$1.25,Antifúngicos,2025
9427,Ketoconazol Champú,Frasco 100 ml,RD$30.00,Antifúngicos,2025
1481,Ketoconazol 2% Crema,Tubo 30 g,RD$12.00,Antifúngicos,2025
9338,Lactulosa Jarabe,Frasco 240 ml,RD$150.00,Laxante osmótico,2025
1339,Levodopa+Benserazida,Tableta 200 mg + 50 mg,RD$15.00,Antiparkinsonianos,2025
9732,Levofloxacina,Tableta 500 mg,RD$2.50,Antibacterianos,2025
10268,Levotiroxina,Tableta 25 mcg,RD$1.50,Hormonas tiroideas,2025
10246,Levotiroxina,Tableta 50 mcg,RD$1.50,Hormonas tiroideas,2025
9231,Levotiroxina,Tableta 0.1 mg,RD$1.50,Hormonas tiroideas,2025
3030,Lidocaína Clorhidrato 2%,Vial / 50 ml,RD$25.00,Anestésico local,2025
1437,Lisinopril,Tableta 10 mg,RD$0.50,Antihipertensivos,2025
1438,Lisinopril,Tableta 20 mg,RD$2.00,Antihipertensivos,2025
9343,Loperamida,Tableta 2 mg,RD$0.50,Antidiarreicos,2025
1081,Loratadina,Tableta 10 mg,RD$0.50,Antialérgicos,2025
1084,Loratadina Jarabe,Frasco 90 ml,RD$15.00,Antialérgicos,2025
9392,Losartán Potásico,Tableta 50 mg,RD$0.50,Antihipertensivos,2025
9772,Losartán Potásico,Tableta 100 mg,RD$1.50,Antihipertensivos,2025
2063,Mariposita #21,Unidad,RD$2.00,Insumos Hospitalarios,2025
2064,Mariposita #23,Unidad,RD$2.00,Insumos Hospitalarios,2025
2065,Mariposita #25,Unidad,RD$2.00,Insumos Hospitalarios,2025
9353,Mascarilla Para Nebulizar (Adulto),Unidad,RD$25.00,Insumos Hospitalarios,2025
2419,Mascarilla Para Nebulizar (Pediátrica),Unidad,RD$25.00,Insumos Hospitalarios,2025
1217,Mebendazol,Blíster de 6 Tabletas,RD$3.00,Antihelmínticos,2025
1218,Mebendazol Suspensión,Frasco 30 ml,RD$10.00,Antihelmínticos,2025
9076,Mecobalamina (Vit. B12),Cápsula 500 mcg,RD$5.00,Vitaminas,2025
9708,Meloxican,Tableta 15 mg,RD$2.00,Antiinflamatorios No Esteroideos,2025
10276,Metformina,Tableta 500 mg,RD$0.50,Antidiabéticos,2025
1661,Metformina,Tableta 850 mg,RD$0.50,Antidiabéticos,2025
1661,Metformina,Tableta 1000 mg,RD$1.50,Antidiabéticos,2025
10238,Metildopa,Tableta 250 mg,RD$4.00,Antihipertensivos,2025
1414,Metildopa,Tableta 500 mg,RD$5.00,Antihipertensivos,2025
10239,Metilprednisolona,Vial 40 mg / 1 ml,RD$300.00,Hormonas y sustitutos sintéticos,2025
1601,Metoclopramida,Ampolla 10 mg / 2 ml,RD$2.00,Antieméticos,2025
9414,Metoclopramida Suspensión,Frasco 120 ml,RD$50.00,Antieméticos,2025
1602,Metoclopramida,Tableta 10 mg,RD$0.40,Antieméticos,2025
1235,Metronidazol,Tableta 500 mg,RD$0.50,Antiamebicos,2025
10339,Metronidazol Benzoato Suspensión,Frasco 120 ml,RD$20.00,Antiamebicos,2025
10274,Metronidazol + Diyodohidroxiquinoleína,Frasco 120 ml (400 mg + 200 mg),RD$85.00,Antiamebicos,2025
10273,Metronidazol + Diyodohidroxiquinoleína,Tableta 400 mg /200 mg,RD$7.00,Antiamebicos,2025
1236,Metronidazol Solución Inyectable,Frasco 500 mg /100 ml,RD$12.00,Antiamebicos,2025
10348,Muletas De Aluminio Pequeña Para Adolescentes S,Unidad,RD$300.00,Ortopédicos,2025
10347,Muletas De Aluminio Grandes Para Adultos L,Unidad,RD$300.00,Ortopédicos,2025
10349,Muletas De Aluminio Grandes Para Adultos XL,Unidad,RD$300.00,Ortopédicos,2025
1905,Multivitamínico Lactante,Frasco Gotero 15 ml,RD$20.00,Vitaminas,2025
10398,Multivitaminas Prenatales ,Capsula,RD$7.00,Vitaminas,2025
9340,"Nafazolina 0.001% , Sol. Oftálmica",Frasco 10 ml,RD$35.00,Descongestionante ocular,2025
9710,Naproxeno,Cápsula 550 mg,RD$7.00,Analgésicos/Antiinflamatorios No Esteroideos,2025
1417,Nifedipina,Tableta 10 mg,RD$0.20,Antioxitócicos,2025
1418,Nifedipina,Tableta 20 mg,RD$0.20,Antihipertensivos,2025
9744,Nistatina,"Óvulo 100,000 UI",RD$5.00,Antifúngicos,2025
9168,Nistatina Suspensión,Frasco 30 ml,RD$20.00,Antifúngicos,2025
9733,Nitrofurantoína (Macrocristales),Cápsula 100 mg,RD$20.00,Otros agentes antimicrobianos,2025
3283,Nitrofurazona 0.2% Pomada,Tubo 30 g,RD$20.00,Antiinfecciosos y antisépticos,2025
10265,Ofloxacina (para el tratamiento de la TB multidrogoresistente),Tableta 400 mg,RD$20.00,Antituberculosos,2025
9813,Olanzapina,Tableta 5 mg,RD$40.00,Antipsicóticos,2025
9545,Olanzapina,Tableta 10 mg,RD$50.00,Antipsicóticos,2025
1589,Omeprazol,Cápsula 20 mg,RD$0.50,Antiácidos y Otros Antiulcerosos,2025
9950,Orinal Para Hombre,Unidad,RD$25.00,Insumos Hospitalarios,2025
9951,Orinal Para Mujer,Unidad,RD$65.00,Insumos Hospitalarios,2025
1515,Óxido De Zinc Loción,Frasco 120 ml,RD$15.00,Antipruríticos,2025
9879,Pañal Desechable Grande Para Adultos,Unidad,RD$20.00,Insumos Hospitalarios,2025
9705,Pañal Desechable Mediano Para Adultos,Unidad,RD$20.00,Insumos Hospitalarios,2025
9750,Pañal Desechable Pequeño Para Adultos,Unidad,RD$20.00,Insumos Hospitalarios,2025
10389,Pañal Desechable Mediano Niños 9-15 Kg,Unidad,RD$10.00,Insumos Hospitalarios,2025
10479,Pañal Desechable para niños L,Unidad,RD$12.00,Insumos Hospitalarios,2025
10335,Pañal Desechable Pequeño Niños 4-10 Kg,Unidad,RD$10.00,Insumos Hospitalarios,2025
10336,Pañal Desechable Recién Nacidos 2-5 Kg,Unidad,RD$10.00,Insumos Hospitalarios,2025
1194,Penicilina G Benzatinica 1.2,Vial,RD$10.00,Antibacterianos,2025
1195,Penicilina G Benzatinica 2.4,Vial,RD$15.00,Antiinfecciosos,2025
1196,"Penicilina G Benzatinica 600,000",Vial,RD$10.00,Antiinfecciosos,2025
1202,Penicilina G Procaínica 0.4,Vial,RD$5.00,Antiinfecciosos,2025
1201,Penicilina G Procaínica 4.0,Vial,RD$20.00,Antiinfecciosos,2025
10400,"Penicilina G Procaínica 800,000",Vial,RD$60.00,Antiinfecciosos,2025
2432,Perita Nasal,Unidad,RD$15.00,Insumos Hospitalarios,2025
9397,Permetrina 1% Champú,Frasco 60 ml,RD$40.00,Escabicidas y pediculicidas,2025
9154,Permetrina 5% Crema,Tubo 30 g,RD$25.00,Escabicidas y pediculicidas,2025
9177,Permetrina 1% Loción,Frasco 60 ml,RD$40.00,Escabicidas y pediculicidas,2025
10291,Pirimetamina,Tableta 25 mg,RD$15.00,Antipalúdico,2025
10011,Pramipexol,Tableta 1 mg,RD$25.00,Antiparkinsonianos,2025
10293,Prednisolona,Tableta 5 mg,RD$2.00,"Antialérgicos, hormonas y antihormonas",2025
1646,Prednisona,Tableta 5 mg,RD$0.70,Antiinflamatorios Esteroides,2025
10272,Prednisona,Tableta 20 mg,RD$5.00,Antiinflamatorios Esteroides,2025
9400,Prednisona,Tableta 50 mg,RD$6.00,Antiinflamatorios Esteroides,2025
10294,Pregabalina,Cápsula 75 mg,RD$10.00,Antiepilépticos Analgésicos,2025
10295,Pregabalina,Cápsula 300 mg,RD$20.00,Antiepilépticos Analgésicos,2025
3344,Preservativo Masculino,Unidad,RD$2.00,Contraceptivo de barrera,2025
10271,Propranolol,Tableta 20 mg,RD$0.40,Cardiovasculares,2025
9083,Propranolol,Tableta 40 mg,RD$0.50,Cardiovasculares,2025
9607,"Proteína Hiperproteica, Supl. Nut. Líquido",Frasco 8 oz,RD$100.00,Nutrición,2025
9002,Proteína Polimérica Con Probiótico Líquida,Frasco 8 oz,RD$60.00,Nutrición,2025
9625,Proteína Polimérica Con Probiótico Polvo,Lata 400 g,RD$280.00,Nutrición,2025
9606,Proteína Polimérica Hipercalórica Líquida,Frasco 8 oz,RD$120.00,Nutrición,2025
9627,Proteína Polimérica Líquida,Frasco 8 oz,RD$60.00,Nutrición,2025
9558,Proteína Polimérica Para Diabetes Líquida,Frasco 8 oz,RD$70.00,Nutrición,2025
9626,Proteína Polimérica Polvo,Lata 400 g,RD$300.00,Nutrición,2025
10416,Quetiapina,Tableta 25 mg,RD$16.00,Antipsicóticos,2025
10410,Quetiapina,Tableta 100 mg,RD$30.00,Antipsicóticos,2025
10296,Ramipril,Tableta 5 mg,RD$1.00,Antipsicóticos,2025
1592,Ranitidina,Tableta 150 mg mg,,Antiácidos y Otros Antiulcerosos,2025
10010,Rasagilina,Tableta 1 mg,RD$40.00,Antiparkinsonianos,2025
9814,Risperidona,Tableta 1 mg,RD$2.00,Antipsicóticos,2025
1793,Risperidona,Tableta 2 mg,RD$2.00,Antipsicóticos,2025
9887,Rodillera Grande,Unidad,RD$125.00,Insumos Hospitalarios,2025
9494,Rodillera Mediana,Unidad,RD$125.00,Insumos Hospitalarios,2025
9888,Rodillera Pequeña,Unidad,RD$125.00,Insumos Hospitalarios,2025
10379,Sal Ferrosa + Ácido Fólico,Tableta 60 mg + 400 mcg,RD$1.00,Vitaminas y minerales,2025
1829,Salbutamol,Tableta 4 mg,RD$0.50,Antiasmáticos,2025
1831,Salbutamol Solución Para Nebulizar,Frasco 10 ml,RD$25.00,Antiasmáticos,2025
10401,Salbutamol Sulfato,Aerosol 100 mcg,RD$80.00,Antiasmáticos,2025
1885,Sales De Rehidratación Oral,Sobre,RD$4.00,Desórdenes de Agua/Diarrea,2025
9548,Sertralina,Tab. 50 mg,RD$2.00,Antidepresivos,2025
1375,Simvastatina,Tableta 20 mg,RD$0.50,Agentes Reductores de lípidos,2025
10242,Simvastatina,Tableta 40 mg,RD$1.00,Agentes Reductores de lípidos,2025
9225,Solución Cloruro De Sodio 0.9%,Frasco 100 ml,RD$20.00,Soluciones Endovenosas,2025
1863,Solución Cloruro De Sodio 0.9%,Frasco 1000 ml,RD$40.00,Soluciones Endovenosas,2025
1870,Solución Dextrosa 5%,Frasco 1000 ml,RD$40.00,Soluciones Endovenosas,2025
1872,Solución Dextrosa 5% + Cloruro De Sodio 0.33%,Frasco 1000 ml,RD$40.00,Soluciones Endovenosas,2025
1875,Solución Dextrosa 5% + Cloruro De Sodio 0.9%,Frasco 1000 ml,RD$40.00,Soluciones Endovenosas,2025
1879,Solución Dextrosa en Ringer 6.423g/100ml,Frasco 1000 ml,RD$40.00,Soluciones Endovenosas,2025
1882,Solución Ringer Con Lactato,Frasco 1000 ml,RD$40.00,Soluciones Endovenosas,2025
2333,Sonda Foley #14,Unidad,RD$20.00,Insumos Hospitalarios,2025
2334,Sonda Foley #16,Unidad,RD$20.00,Insumos Hospitalarios,2025
3310,Sucralfato 1 g,Sobre,RD$15.00,Antiulcerosos,2025
9521,Sulfadiazina Argéntica 1% Crema,Tubo 30 g,RD$50.00,Dermatológicos Antisépticos,2025
10394,Sulfato De Zinc,Tabletas 20 mg,RD$3.00,Medicamentos usados en diarrea,2025
1355,Sulfato Ferroso,Tableta 300 mg,RD$0.30,Vitaminas y minerales,2025
9539,Sulfato Ferroso + Ácido Fólico,Tableta 300 mg + 5 mg,RD$1.50,Vitaminas y minerales,2025
10371,Sulfato Ferroso 25 mg,Frasco 60 ml,RD$30.00,Vitaminas y minerales,2025
9119,Sulfato Ferroso Gotas Pediátricas,Frasco Gotero 30 ml,RD$30.00,Vitaminas y minerales,2025
10761,Termómetro Digital,Unidad,RD$110.00,Insumos Hospitalarios,2025
9017,"Timolol 0.005% , Solución Oftálmica ( Es del PROGRAMA PROMEGOTAS)",Frasco 10 ml,RD$30.00,Mióticos y antiglaucomas,2025
1248,Tinidazol,Tableta 500 mg,RD$3.00,Antiamebicos,2025
9882,Toallas Sanitarias,Bolsa de 10 unidades,RD$40.00,Insumos Hospitalarios,2025
1952,Tobramicina Oftálmica 0.3%,Frasco Gotero 5 ml,RD$30.00,Oftalmológicos,2025
9336,Tramadol,Cápsula 50 mg,,Analgésicos Opiodes,2025
9273,Trihexifenidilo,Tableta 5 mg,,Antiparkinsonianos,2025
9124,Trimetoprim-Sulfametoxazol,Tableta 160 mg / 800 mg,RD$1.50,Antibacterianos,2025
1966,Trimetoprim-Sulfametoxazol Suspensión,Frasco 120 ml,RD$20.00,Antibacterianos,2025
10370,Valsartán 160 mg,Tableta,RD$3.00,Antihipertensivos,2025
1987,Venda De Yeso 4 X 5,Unidad,RD$25.00,Insumos Hospitalarios,2025
1988,Venda De Yeso 6 X 5,,RD$25.00,Insumos Hospitalarios,2025
9885,Venda Elástica 3 X 5,Unidad,RD$15.00,Insumos Hospitalarios,2025
1990,Venda Elástica 4 X 5,Unidad,RD$15.00,Insumos Hospitalarios,2025
9886,Venda Elástica 6 X 5,Unidad,RD$15.00,Insumos Hospitalarios,2025
1431,Verapamil,Tableta 80 mg,RD$1.50,Antianginosos,2025
1915,Vitamina A,"Perla 50,000 UI",RD$1.50,Vitaminas,2025
1912,Vitamina A Y D,"Perla 3,000 UI / 300 UI",RD$1.50,Vitaminas,2025
1914,Vitamina E,Perla 400 UI,RD$1.50,Vitaminas,2025
1916,Vitaminas Neurotrópicas + Dexametasona,Ampolla,RD$20.00,Analgésicos,2025
10398,Vitaminas Prenatales,Cápsula,RD$10.00,Vitaminas,2025
9531,Vitaminas Y Minerales,Cápsula,RD$1.50,Vitaminas,2025
9756,Warfarina Sódica,Tableta 5 mg,RD$5.00,Anticoagulantes,2025
10385,Yodopovidona Solución 10%,Frasco 120 ml,RD$50.00,Antisépticos,2025
1945,Aceite de Hígado de Bacalao Emulsión,Frasco 180 ml,RD$40.00,Vitaminas,2026
1034,Acetaminofén,Tableta 500 mg,RD$0.30,Analgésicos,2026
10064,Acetaminofén,Supositorio 100 mg,RD$5.00,Analgésicos,2026
10741,Acetaminofén + Cafeína,500 mg + 65mg Tableta,RD$2.50,Analgésicos,2026
1037,Acetaminofén Gotas Pediátricas,Frasco Gotero 15 ml,RD$15.00,Analgésicos,2026
10227,Acetaminofén Jarabe,Frasco 120 ml,RD$15.00,Analgésicos,2026
10593,Acetato De Medroxiprogesterona,Inyección de Liberación Retardada 150 mg/ml/ Vial,RD$50.00,Hormonas contraceptivas,2026
9023,Acetazolamida,Tableta 250 mg,RD$8.00,Diuréticos,2026
9370,Acetilcisteína,Ampolla 300 mg / 3 ml,RD$15.00,Mucolíticos,2026
10748,Acetilcisteína,Sobre Polvo granulado 200 mg,RD$10.00,Mucolíticos,2026
1252,Aciclovir,Tableta 400 mg,RD$1.50,Antivirales,2026
1251,Aciclovir Crema,Tubo 5 g,RD$10.00,Antivirales,2026
9371,Aciclovir Suspensión,Frasco 60 ml,RD$40.00,Antivirales,2026
1042,Ácido Acetilsalicílico (Uso Cardiaco),Tableta 81 mg,RD$0.50,Cardiovasculares,2026
1041,Ácido Acetilsalicílico,Tableta 325 mg,RD$1.00,Analgésicos-antiinflamatorios,2026
10425,Ácido Acetilsalicílico,Tableta 100 mg,RD$10.00,Cardiovasculares,2026
9329,Ácido Ascórbico (Vit. C),Tableta 500 mg,RD$2.00,Vitaminas,2026
1346,Ácido Fólico,Tableta 5 mg,RD$0.20,Vitaminas,2026
1345,Ácido Fólico Jarabe,Frasco 120 ml,RD$13.00,Vitaminas,2026
9358,Ácido Fólico + Vit. B12 Jarabe,Frasco 120 ml,RD$25.00,Vitaminas,2026
1946,Ácido Mefenámico,Tableta 500 mg,RD$0.70,Analgésicos-antiinflamatorios,2026
9501,Ácido Valproico (Valproato Sódico),Tableta 500 mg,RD$12.00,Antiepilépticos,2026
1696,Ácido Valproico Solución,Frasco 40 mL,RD$90.00,Antiepilépticos,2026
9057,Adrenalina,Ampolla 1 mg / 1 ml,RD$7.00,Cardiovasculares,2026
1893,Agua Para Inyectable,Ampolla 5 ml,RD$3.00,Solubilizantes,2026
1891,Agua Para Inyectable,Ampolla 10 ml,RD$3.00,Solubilizantes,2026
1215,Albendazol (Dosis Única),Tableta 400 mg,RD$1.00,Antiparasitarios,2026
11271,Albendazol Masticable,Tableta 400mg,RD$10.00,Antiparasitarios,2026
1216,Albendazol Suspensión (Dosis Única),Sobre 400 mg / 10 ml,RD$5.00,Antiparasitarios,2026
9030,Albúmina Humana 20%,Frasco Ampolla 50 ml,"RD$2,000.00",Sustituto del plasma,2026
9079,Alcohol Isopropílico 70º,Frasco 120 ml,RD$20.00,Desinfectantes y antisépticos,2026
9344,Alendronato,Tableta 70 mg,RD$1.00,Osteoporosis,2026
9883,Algodón Planchado,Venda 4” x 4”,RD$15.00,Insumos Hospitalarios,2026
9510,Algodón Torunda,Funda 7 g,RD$5.00,Insumos Hospitalarios,2026
9718,Alopurinol,Tableta 300 mg,RD$1.50,Antigotosos y antirreumáticos,2026
1845,Ambroxol,Tableta 30 mg,RD$3.00,Mucolíticos,2026
9519,Ambroxol Jarabe,Frasco 120 ml,RD$15.00,Mucolíticos,2026
1120,Amikacina,Vial 500 mg / 2 ml,RD$15.00,Antibacterianos,2026
9739,Aminosidina,Tableta 250 mg,RD$18.00,Antiamebicos,2026
9376,Amiodarona,Tableta 200 mg,RD$4.00,Cardiovasculares,2026
1772,Amitriptilina,Tableta 25 mg,RD$1.50,Antidepresivos,2026
1405,Amlodipina,Tableta 5 mg,RD$0.20,Cardiovasculares,2026
1404,Amlodipina,Tableta 10 mg,RD$0.20,Cardiovasculares,2026
2816,Amoxicilina,Cápsula 500 mg,RD$1.00,Antibacterianos,2026
3288,Amoxicilina Suspensión,Frasco 120 ml,RD$25.00,Antibacterianos,2026
3289,Amoxicilina + Ácido Clavulánico,Cápsula 500 mg / 125 mg,RD$5.00,Antibacterianos,2026
3290,Amoxicilina + Ácido Clavulánico Suspensión,Frasco 60 ml,RD$60.00,Antibacterianos,2026
1127,Ampicilina,Cápsula 500 mg,RD$1.50,Antibacterianos,2026
1130,Ampicilina,Vial 1 g,RD$10.00,Antibacterianos,2026
9180,Anestésico Local + Astringente + Antiinflamatorio,Supositorio,RD$15.00,Antihemorroidales,2026
1606,Antiespasmódico (N-Butil Bromuro-Hioscina),Tableta 10 mg,RD$5.00,Antiespasmódicos,2026
1605,Antiespasmódico (N-Butil Bromuro-Hioscina),Ampolla 20 mg / 1 ml,RD$15.00,Antiespasmódicos,2026
1877,Antigripal Jarabe,Frasco 120 ml,RD$15.00,Antigripal,2026
10982,Antigripal Tableta,Blíster de 10 Tabletas,RD$3.00,Antigripal,2026
9484,Atenolol,Tableta 50 mg,RD$0.20,Cardiovasculares,2026
1378,Atenolol,Tableta 100 mg,RD$0.30,Cardiovasculares,2026
1381,Atenolol + Clortalidona,Tableta 50 mg / 12.5 mg,RD$1.50,Cardiovasculares,2026
1379,Atenolol + Clortalidona,Tableta 100 mg / 25 mg,RD$2.00,Cardiovasculares,2026
1030,Atropina,Ampolla 1 mg / 1 ml,RD$5.00,"Antiarritmicos, midriáticos",2026
9483,Azitromicina,Cápsula 500 mg,RD$4.00,Antibacterianos,2026
9482,Azitromicina Suspensión,Frasco 30 ml,RD$25.00,Antibacterianos,2026
2031,Bajante De Suero,Unidad,RD$10.00,Insumos Hospitalarios,2026
9490,Bastón Ajustable De Aluminio (Un Apoyo),Unidad,RD$200.00,Ortopédicos,2026
9491,Bastón Ajustable De Aluminio (Cuatro Apoyos),Unidad,RD$350.00,Ortopédicos,2026
9646,Betahistina,Tableta 6 mg,RD$3.00,Antivertiginosos,2026
9174,Betametasona 0.1% Crema,Tubo 15 g,RD$50.00,Antiinflamatorio antiprurítico,2026
9796,Bismuto Subsalicilato Suspensión,Frasco 100 mL,RD$50.00,Antidiarreicos,2026
10251,Bisoprolol,Tableta 2.5 mg,RD$3.00,Cardiovasculares,2026
10252,Bisoprolol,Tableta 5 mg,RD$3.00,Cardiovasculares,2026
2005,Bolsa Colectora De Orina (Adulto),Unidad,RD$10.00,Insumos Hospitalarios,2026
2006,Bolsa Colectora De Orina (Pediátrica),Unidad,RD$5.00,Insumos Hospitalarios,2026
1849,Bromhexina Jarabe,Frasco 60 ml,RD$10.00,Mucolíticos,2026
10255,Budesonida 100 mcg,Spray Frasco Nasal,RD$350.00,Antiasmáticos,2026
1012,Bupivacaína Pesada 0.5%,Vial 4 ml,RD$15.00,Anestésico local,2026
10331,Cabestrillo Pequeño,Unidad,RD$150.00,Ortopédicos,2026
9489,Cabestrillo Mediano,Unidad,RD$150.00,Ortopédicos,2026
10330,Cabestrillo Grande,Unidad,RD$150.00,Ortopédicos,2026
10417,Calamina Locion 0.15%,Frasco 120 ml,RD$45.00,Dermatológicos/Antiinflamatorios y Antiprurito,2026
1897,Calcio Carbonato 600 mg + Vit. D3 400UI,Tableta 600mg/400 UI,RD$1.00,"Vitaminas, Minerales,Problemas Oseos, Recién Nacidos",2026
10631,Candesartan ,Tableta 16 mg,RD$2.50,Cardiovasculares/Antihipertensivos,2026
10744,Candesartan ,Tableta 32 mg,RD$3.50,Cardiovasculares/Antihipertensivos,2026
9356,Captoprilo,Tableta 25 mg,RD$0.50,Cardiovasculares/Antihipertensivos /Fallo Cardíaco,2026
1433,Captoprilo,Tableta 50 mg,RD$0.70,Cardiovasculares/Antihipertensivos /Fallo Cardíaco,2026
1105,Carbamacepina ,Tableta 200 mg,RD$1.00,Psicofarmacos/Trastornos del Humor/Trastornos Bipolares,2026
9275,Carbonato de Litio ,Tableta 300 mg,RD$3.00,Psicofarmacos/Trastornos del Humor/Trastornos Bipolares,2026
9031,Carvedilol ,Tableta 6.25 mg,RD$0.70,Cardiovasculares/Antianginoso,2026
9032,Carvedilol ,Tableta 12.5 mg,RD$0.70,Cardiovasculares/Antianginoso,2026
2223,Catéter E.V. # 18,Unidad,RD$15.00,Insumos Hospitalarios,2026
2224,Catéter E.V. # 20,Unidad,RD$15.00,Insumos Hospitalarios,2026
2225,Catéter E.V. # 22,Unidad,RD$15.00,Insumos Hospitalarios,2026
2226,Catéter E.V. # 24,Unidad,RD$15.00,Insumos Hospitalarios,2026
1136,Cefalexina,Cápsula 500 mg,RD$2.00,Antibacterianos,2026
1137,Cefalexina Suspensión,Frasco 120 ml,RD$35.00,Antibacterianos,2026
1141,Cefepime,Vial 1 g,RD$35.00,Antibacterianos,2026
1143,Cefotaxima,Vial 1 g,RD$15.00,Antibacterianos,2026
1147,Ceftriaxona,Vial 1 g,RD$10.00,Antibacterianos,2026
9529,Cetirizina,Frasco 60 ml,RD$20.00,Antialérgicos,2026
10254,Cetirizina,Tableta 10 mg,RD$0.50,Antialérgicos,2026
1150,Ciprofloxacina,Tableta 500 mg,RD$1.00,Antibacterianos,2026
9162,Claritromicina,Tableta 500 mg,RD$5.00,Antibacterianos,2026
9163,Claritromicina Suspensión,Frasco 60 ml,RD$90.00,Antibacterianos,2026
9164,Clindamicina,Cápsula 300 mg,RD$5.00,Antibacterianos,2026
10281,Clindamicina,Óvulo 100 mg,RD$10.00,Antibacterianos,2026
9350,Clopidogrel,Tableta 75 mg,RD$1.50,Cardiovasculares,2026
10233,Clorpromazina,Tableta 25 mg,RD$6.00,Antipsicóticos,2026
1781,Clorpromazina,Tableta 100 mg,RD$7.00,Antipsicóticos,2026
9244,Cloruro De Sodio Gotas Nasales,Frasco 15 ml,RD$15.00,Descongestionantes,2026
1471,Clotrimazol Crema,Tubo 30 g,RD$10.00,Antifúngicos,2026
10231,Clotrimazol Ovulos ,Ovulo 500 mg,RD$6.00,Dermatológicos/Antifúngicos,2026
1475,Clotrimazol Solución Tópica,Frasco Gotero 20 ml,RD$12.00,Antifúngicos,2026
9492,Codera Mediana,Unidad,RD$180.00,Ortopédicos,2026
9493,Codera Grande,Unidad,RD$180.00,Ortopédicos,2026
9497,Collarín Blando Mediano,Unidad,RD$100.00,Ortopédicos,2026
9498,Collarín Blando Grande,Unidad,RD$100.00,Ortopédicos,2026
