SISTEMA ,REGION ,PROVINCIA,MUNICIPIO,GRUPO ,SUB GRUPO PDSS,CANTIDAD ,POB USUARIA,VALOR AUTORIZADO RD$,MES,ANO
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,PREVENCION Y PROMOCION,PROGRAMA AMPLIADO DE INMUNIZACION PAI,77,48,4300.00,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,PREVENCION Y PROMOCION,VACUNAS NO PAI,29,29,1450.00,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,6312,4521,1807778.40,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 3,2660,2105,532200.00,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCION AMBULATORIA,CONSULTA MEDICINA GENERAL,18,17,3100.00,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,SERVICIOS ODONTOLOGICOS,EXTRACCION DENTARIA,1,1,576.00,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,EMERGENCIA,EMERGENCIA,1018,633,256047.46,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,8568,130,11163545.26,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,CIRUGIA,CIRUGIA,3558,508,41215176.59,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,447,96,1501890.08,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,971,619,1272780.20,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,4885,2981,2439802.10,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,64603,5010,7740229.13,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,3368,2090,6906402.61,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,1712,1442,1143802.13,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,895,678,2904627.00,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,813,495,1594855.06,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,ATENCION DE PREMATUROS,5,1,43610.00,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS,1615,44,3471861.99,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,COLUMNA CIRUGIA ESCOLIOSIS,14,1,332340.00,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,COLUMNA ESPONDILOLISTESIS TOTAL,45,2,750183.00,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,DIALISIS PERITONEAL,470,50,436952.60,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL,2129,180,7165229.75,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,MEDICAMENTOS DE ALTO COSTO PARA PATOLOGIAS DISTINTAS A CANCER,227,12,567338.80,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,MEDICAMENTOS DE ALTO COSTO PARA TRATAMIENTO ONCOLOGICOS,29510,1240,66226994.87,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN CORAZON Y PERICARDIO,199,94,8974818.05,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN VALVULAS DEL CORAZON,94,10,3693309.88,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN VASOS CARDIACOS CORONARIAS,97,86,18729000.00,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN VASOS CARDIACOS CORONARIAS MENORES DE UN ANO,14,1,320753.48,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,REEMPLAZO ARTICULAR CADERA,35,21,1873863.45,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,REEMPLAZO ARTICULAR HOMBRO,1,1,324343.07,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,REEMPLAZO ARTICULAR RODILLA,31,13,3452261.71,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO A POLITRAUMATISMO TRAUMA MAYOR,20,19,12914.00,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO A QUEMADURAS GRAVES 3ER GRADO,7,1,27579.18,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,1658,317,17881484.65,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER PEDIATRICOS,13,4,102665.00,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,REHABILITACION,APARATOS Y PROTESIS,1,1,150.00,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,REHABILITACION,TERAPIAS REHABILITACION,77,22,162939.00,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,HEMOTERAPIA,SANGRE TOTAL,555,449,725177.35,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,TRASPLANTE RENAL,POST TRASPLANTE,1312,16,862809.21,ENERO,2026
AUTORIZACIONES,REGION 0,DISTRITO NACIONAL,DISTRITO NACIONAL,TRASPLANTE RENAL,PRE TRASPLANTE,11,5,248575.03,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MAJAGUAL,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,2,2,644.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MAJAGUAL,EMERGENCIA,EMERGENCIA,4,1,840.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MAJAGUAL,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,75,1,58720.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MAJAGUAL,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,2,1,940.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MAJAGUAL,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,26,1,3824.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MAJAGUAL,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,2,2,2120.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MAJAGUAL,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,1,1,210.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MAJAGUAL,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,REEMPLAZO ARTICULAR RODILLA,2,1,77500.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,345,262,102928.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 3,21,18,4200.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,EMERGENCIA,EMERGENCIA,17,9,3480.95,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,63,4,76893.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,CIRUGIA,CIRUGIA,124,23,1287838.05,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,40,9,166827.16,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,42,22,71381.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,142,97,63616.40,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,984,93,122169.60,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,117,75,177447.05,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,46,44,45271.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,24,18,80786.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,12,7,25755.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS,209,1,222483.56,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,DIALISIS PERITONEAL,8,1,6760.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL,70,4,210200.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,MEDICAMENTOS DE ALTO COSTO PARA PATOLOGIAS DISTINTAS A CANCER,6,2,97076.92,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,MEDICAMENTOS DE ALTO COSTO PARA TRATAMIENTO ONCOLOGICOS,1562,43,3178565.89,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN CORAZON Y PERICARDIO,18,4,706498.17,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN VALVULAS DEL CORAZON,21,1,640007.73,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN VASOS CARDIACOS CORONARIAS,5,4,1242400.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO A POLITRAUMATISMO TRAUMA MAYOR,1,1,250.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,108,6,257020.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,REHABILITACION,TERAPIAS REHABILITACION,6,2,23200.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,MONTE PLATA,HEMOTERAPIA,SANGRE TOTAL,21,14,47990.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,144,115,42320.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 3,13,10,2600.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,EMERGENCIA,EMERGENCIA,14,11,3542.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,CIRUGIA,CIRUGIA,72,6,1057510.67,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,12,3,49355.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,26,16,52433.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,61,48,30083.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,669,49,75787.80,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,54,37,80015.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,29,28,20595.13,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,12,9,42547.60,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,9,4,21762.67,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS,9,1,28739.33,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,DIALISIS PERITONEAL,8,1,3199.20,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL,14,1,17674.33,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,MEDICAMENTOS DE ALTO COSTO PARA TRATAMIENTO ONCOLOGICOS,723,22,888323.83,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN CORAZON Y PERICARDIO,3,3,266000.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN VASOS CARDIACOS CORONARIAS,2,2,488000.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,REEMPLAZO ARTICULAR RODILLA,1,1,286241.41,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,30,6,278397.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,BAYAGUANA,HEMOTERAPIA,SANGRE TOTAL,5,5,2060.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,95,66,27696.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 3,10,8,2000.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,ATENCION AMBULATORIA,CONSULTA MEDICINA GENERAL,1,1,100.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,EMERGENCIA,EMERGENCIA,16,6,3171.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,158,1,45628.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,CIRUGIA,CIRUGIA,70,2,502361.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,8,1,44000.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,8,5,17840.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,45,31,19436.45,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,242,22,30271.60,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,32,20,50390.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,16,16,19740.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,12,8,35612.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,8,4,20300.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,MEDICAMENTOS DE ALTO COSTO PARA TRATAMIENTO ONCOLOGICOS,575,20,999500.37,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN CORAZON Y PERICARDIO,1,1,164000.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN VASOS CARDIACOS CORONARIAS,2,1,237000.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,7,3,124350.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,HEMOTERAPIA,SANGRE TOTAL,8,4,12320.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,SABANA GRANDE DE BOYA,TRASPLANTE RENAL,POST TRASPLANTE,241,1,76456.40,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,222,175,66116.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 3,36,30,7200.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,EMERGENCIA,EMERGENCIA,31,16,8581.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,79,3,54870.80,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,CIRUGIA,CIRUGIA,51,12,608438.30,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,4,1,5355.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,38,20,60382.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,115,81,51462.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,944,87,113920.60,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,83,56,112090.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,55,40,35318.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,22,16,66027.20,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,20,12,38830.00,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS,542,2,722202.87,ENERO,2026
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,DIALISIS PERITONEAL,26,3,17519.00,ENERO,2026
