SISTEMA ,REGION ,PROVINCIA,MUNICIPIO,GRUPO ,SUB GRUPO PDSS,CANTIDAD ,POB USUARIA,VALOR AUTORIZADO RD$,MES,ANO
SIRS,REGION 0,MONTE PLATA,YAMASA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,379,302,79338.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,YAMASA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,21,16,61485.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,YAMASA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,50,42,64461.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,YAMASA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,ATENCION DE PREMATUROS MENORES DE UN ANO,3,1,2885.64,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,YAMASA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS MENORES DE UN ANO,11,1,10580.68,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,YAMASA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL,219,59,23236.80,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,YAMASA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,REEMPLAZO ARTICULAR RODILLA,3,1,900.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,YAMASA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO A POLITRAUMATISMO TRAUMA MAYOR,1,1,150.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,YAMASA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,121,59,14375.56,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,YAMASA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER PEDIATRICOS,56,33,4158.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,YAMASA,REHABILITACION,APARATOS Y PROTESIS,4,4,76408.02,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,YAMASA,REHABILITACION,TERAPIAS REHABILITACION,118,21,58148.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,YAMASA,HEMOTERAPIA,SANGRE TOTAL,2,2,140.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,DON JUAN DM,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,201,139,41630.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,DON JUAN DM,ATENCION AMBULATORIA,CONSULTA MEDICINA GENERAL,5,5,700.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,DON JUAN DM,EMERGENCIA,EMERGENCIA,73,36,17205.80,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,DON JUAN DM,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,22,3,20332.69,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,DON JUAN DM,PARTOS,ATENCION DE PARTOS NORMAL,3,1,4278.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,DON JUAN DM,CIRUGIA,CIRUGIA,2,2,865.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,DON JUAN DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,10,5,5904.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,DON JUAN DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,53,40,9883.30,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,DON JUAN DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,690,63,50782.60,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,DON JUAN DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,23,15,16617.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,DON JUAN DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,31,23,6901.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,DON JUAN DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,3,3,9000.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,DON JUAN DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,9,7,12150.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,DON JUAN DM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL,45,6,6197.38,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,DON JUAN DM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,11,5,1021.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,DON JUAN DM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER PEDIATRICOS,3,3,165.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,DON JUAN DM,REHABILITACION,TERAPIAS REHABILITACION,27,5,10519.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,368,248,74500.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,ATENCION AMBULATORIA,CONSULTA MEDICINA GENERAL,8,7,800.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,EMERGENCIA,EMERGENCIA,145,68,35187.60,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,162,16,133488.61,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,PARTOS,ATENCION DE PARTOS NORMAL,17,3,16456.82,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,PARTOS,ATENCION DE PARTOS POR CESAREA,29,3,47805.75,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,CIRUGIA,CIRUGIA,13,6,17042.73,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,6,6,1101.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,74,63,15485.65,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,1236,140,92830.60,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,22,17,8625.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,50,41,12667.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,4,4,12000.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,17,14,22821.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,ATENCION DE PREMATUROS,4,1,3523.76,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL,30,8,2073.90,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,11,6,1417.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER PEDIATRICOS,5,3,315.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,REHABILITACION,APARATOS Y PROTESIS,1,1,150.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,PERALVILLO DM,REHABILITACION,TERAPIAS REHABILITACION,18,2,5112.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,GONZALODM,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,122,92,25800.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,GONZALODM,ATENCION AMBULATORIA,CONSULTA MEDICINA GENERAL,1,1,100.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,GONZALODM,EMERGENCIA,EMERGENCIA,70,36,16939.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,GONZALODM,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,66,2,47111.36,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,GONZALODM,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,12,3,51450.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,GONZALODM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,1,1,150.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,GONZALODM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,24,19,5665.80,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,GONZALODM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,419,45,30728.08,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,GONZALODM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,7,7,5203.75,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,GONZALODM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,17,14,4041.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,GONZALODM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,1,1,3000.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,GONZALODM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,10,6,15840.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,GONZALODM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL,5,5,558.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,GONZALODM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,1,1,135.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,357,240,72530.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,ATENCION AMBULATORIA,CONSULTA MEDICINA GENERAL,4,4,400.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,EMERGENCIA,EMERGENCIA,91,50,23030.80,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,143,9,54471.22,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,PARTOS,ATENCION DE PARTOS NORMAL,3,1,3975.78,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,PARTOS,ATENCION DE PARTOS POR CESAREA,8,1,8657.69,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,CIRUGIA,CIRUGIA,15,9,8659.52,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,4,1,18050.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,15,14,2631.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,78,63,16347.20,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,896,95,70560.28,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,35,23,19476.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,56,45,13071.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,4,4,12000.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,9,6,13419.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS,1,1,184.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL,13,5,1179.16,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,13,8,1499.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER PEDIATRICOS,8,5,520.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,REHABILITACION,TERAPIAS REHABILITACION,1,1,400.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,LOS BOTADOSDM,HEMOTERAPIA,SANGRE TOTAL,1,1,70.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,CHIRINO DM,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,7,3,1400.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,CHIRINO DM,EMERGENCIA,EMERGENCIA,4,1,721.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,CHIRINO DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,25,2,1543.00,FEBRERO,2026
SIRS,REGION 0,MONTE PLATA,CHIRINO DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,1,1,150.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,OTROS SERVICIOS DE SALUD,OTROS SERVICIOS DE SALUD,6,6,211772.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,24103,16221,4957930.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCION AMBULATORIA,CONSULTA MEDICINA GENERAL,619,534,65500.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,SERVICIOS ODONTOLOGICOS,EXTRACCION DENTARIA,4,3,2304.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,EMERGENCIA,EMERGENCIA,11019,5263,2576502.80,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,12820,657,7715790.76,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,PARTOS,ATENCION DE PARTOS NORMAL,504,71,570500.36,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,PARTOS,ATENCION DE PARTOS POR CESAREA,1389,123,1478946.29,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,CIRUGIA,CIRUGIA,1785,528,2324921.12,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,CIRUGIA,CIRUGIAS GINECOLOGICAS,1,1,2053.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,279,55,919406.63,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,CIRUGIA,CIRUGIAS ORTOPEDICAS,36,3,167431.16,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,893,651,270408.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,4738,3461,1051811.25,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,83668,7998,6800176.82,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,3122,2031,1541842.60,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,3864,2916,887012.25,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,504,406,1471219.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,1056,850,1363456.32,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,ATENCION DE PREMATUROS,164,18,141493.22,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,ATENCION DE PREMATUROS MENORES DE UN ANO,78,8,54362.82,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS,111,19,120198.20,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS MENORES DE UN ANO,113,7,261706.05,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,COLUMNA CIRUGIA ESCOLIOSIS,21,1,412797.79,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,DIALISIS PERITONEAL,4,2,230205.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL,3751,524,709920.69,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN CORAZON Y PERICARDIO,1,1,600.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,REEMPLAZO ARTICULAR RODILLA,1,1,5002.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO A POLITRAUMATISMO TRAUMA MAYOR,5,4,4743.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,841,577,154598.32,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER PEDIATRICOS,393,241,31458.04,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,REHABILITACION,APARATOS Y PROTESIS,95,82,116724.04,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,REHABILITACION,TERAPIAS REHABILITACION,4728,859,3396020.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,HEMOTERAPIA,DERIVADOS DE LA SANGRE,4,4,290.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,HEMOTERAPIA,SANGRE TOTAL,28,28,1960.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,OTROS SERVICIOS DE SALUD,OTROS SERVICIOS DE SALUD,7,7,313098.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,11922,8107,2518740.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCION AMBULATORIA,CONSULTA MEDICINA GENERAL,470,413,49430.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,EMERGENCIA,EMERGENCIA,7526,3446,1760696.55,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,7841,324,3517159.75,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,PARTOS,ATENCION DE PARTOS NORMAL,206,33,173473.30,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,PARTOS,ATENCION DE PARTOS POR CESAREA,394,60,413329.09,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,CIRUGIA,CIRUGIA,548,212,801624.78,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,209,42,696988.79,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,CIRUGIA,CIRUGIAS ORTOPEDICAS,19,1,144428.90,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,244,201,86532.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,2375,1625,664058.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,39895,3933,3913234.48,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,1425,893,793966.80,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,1795,1351,451168.75,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,245,203,725440.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,320,269,411240.80,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,ATENCION DE PREMATUROS,37,5,33647.00,FEBRERO,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,ATENCION DE PREMATUROS MENORES DE UN ANO,8,2,7695.04,FEBRERO,2026
