CodigoArticulo,DESCRIPCION,PRESENTACION,Precios,GrupoTerapeutico,Año
9710,Naproxeno,Cápsula 550 mg,7.0,Analgesico,2025
1417,Nifedipina,Tableta 10 mg,0.2,Antioxitocico,2025
1418,Nifedipina,Tableta 20 mg,0.2,Antihipertensivo,2025
9744,Nistatina,"Óvulo 100,000 UI",5.0,Antifungico,2025
9168,Nistatina Suspensión,Frasco 30 ml,20.0,Antifungico,2025
9733,Nitrofurantoína (Macrocristales),Cápsula 100 mg,20.0,Otros Agentes Antimicrobiano,2025
3283,Nitrofurazona 0.2% Pomada,Tubo 30 g,20.0,Antiinfecciosos Y Antiseptico,2025
10265,Ofloxacina (para el tratamiento de la TB multidrogoresistente),Tableta 400 mg,20.0,Antituberculoso,2025
9813,Olanzapina,Tableta 5 mg,40.0,Antipsicotico,2025
9545,Olanzapina,Tableta 10 mg,50.0,Antipsicotico,2025
1589,Omeprazol,Cápsula 20 mg,0.5,Antiacidos Y Otros Antiulceroso,2025
9950,Orinal Para Hombre,Unidad,25.0,Insumo Hospitalario,2025
9951,Orinal Para Mujer,Unidad,65.0,Insumo Hospitalario,2025
1515,Óxido De Zinc Loción,Frasco 120 ml,15.0,Antipruritico,2025
9879,Pañal Desechable Grande Para Adultos,Unidad,20.0,Insumo Hospitalario,2025
9705,Pañal Desechable Mediano Para Adultos,Unidad,20.0,Insumo Hospitalario,2025
9750,Pañal Desechable Pequeño Para Adultos,Unidad,20.0,Insumo Hospitalario,2025
10389,Pañal Desechable Mediano Niños 9-15 Kg,Unidad,10.0,Insumo Hospitalario,2025
10479,Pañal Desechable para niños L,Unidad,12.0,Insumo Hospitalario,2025
10335,Pañal Desechable Pequeño Niños 4-10 Kg,Unidad,10.0,Insumo Hospitalario,2025
10336,Pañal Desechable Recién Nacidos 2-5 Kg,Unidad,10.0,Insumo Hospitalario,2025
1194,Penicilina G Benzatinica 1.2,Vial,10.0,Antibacteriano,2025
1195,Penicilina G Benzatinica 2.4,Vial,15.0,Antiinfeccioso,2025
1196,"Penicilina G Benzatinica 600,000",Vial,10.0,Antiinfeccioso,2025
1202,Penicilina G Procaínica 0.4,Vial,5.0,Antiinfeccioso,2025
1201,Penicilina G Procaínica 4.0,Vial,20.0,Antiinfeccioso,2025
10400,"Penicilina G Procaínica 800,000",Vial,60.0,Antiinfeccioso,2025
2432,Perita Nasal,Unidad,15.0,Insumo Hospitalario,2025
9397,Permetrina 1% Champú,Frasco 60 ml,40.0,Escabicidas Y Pediculicida,2025
9154,Permetrina 5% Crema,Tubo 30 g,25.0,Escabicidas Y Pediculicida,2025
9177,Permetrina 1% Loción,Frasco 60 ml,40.0,Escabicidas Y Pediculicida,2025
10291,Pirimetamina,Tableta 25 mg,15.0,Antipaludico,2025
10011,Pramipexol,Tableta 1 mg,25.0,Antiparkinsoniano,2025
10293,Prednisolona,Tableta 5 mg,2.0,Antialergico,2025
1646,Prednisona,Tableta 5 mg,0.7,Antiinflamatorios Esteroid,2025
10272,Prednisona,Tableta 20 mg,5.0,Antiinflamatorios Esteroid,2025
9400,Prednisona,Tableta 50 mg,6.0,Antiinflamatorios Esteroid,2025
10294,Pregabalina,Cápsula 75 mg,10.0,Antiepilepticos Analgesico,2025
10295,Pregabalina,Cápsula 300 mg,20.0,Antiepilepticos Analgesico,2025
3344,Preservativo Masculino,Unidad,2.0,Contraceptivo De Barrera,2025
10271,Propranolol,Tableta 20 mg,0.4,Cardiovascular,2025
9083,Propranolol,Tableta 40 mg,0.5,Cardiovascular,2025
9607,"Proteína Hiperproteica, Supl. Nut. Líquido",Frasco 8 oz,100.0,Nutricion,2025
9002,Proteína Polimérica Con Probiótico Líquida,Frasco 8 oz,60.0,Nutricion,2025
9625,Proteína Polimérica Con Probiótico Polvo,Lata 400 g,280.0,Nutricion,2025
9606,Proteína Polimérica Hipercalórica Líquida,Frasco 8 oz,120.0,Nutricion,2025
9627,Proteína Polimérica Líquida,Frasco 8 oz,60.0,Nutricion,2025
9558,Proteína Polimérica Para Diabetes Líquida,Frasco 8 oz,70.0,Nutricion,2025
9626,Proteína Polimérica Polvo,Lata 400 g,300.0,Nutricion,2025
10416,Quetiapina,Tableta 25 mg,16.0,Antipsicotico,2025
10410,Quetiapina,Tableta 100 mg,30.0,Antipsicotico,2025
10296,Ramipril,Tableta 5 mg,1.0,Antipsicotico,2025
10010,Rasagilina,Tableta 1 mg,40.0,Antiparkinsoniano,2025
9814,Risperidona,Tableta 1 mg,2.0,Antipsicotico,2025
1793,Risperidona,Tableta 2 mg,2.0,Antipsicotico,2025
9887,Rodillera Grande,Unidad,125.0,Insumo Hospitalario,2025
9494,Rodillera Mediana,Unidad,125.0,Insumo Hospitalario,2025
9888,Rodillera Pequeña,Unidad,125.0,Insumo Hospitalario,2025
10379,Sal Ferrosa + Ácido Fólico,Tableta 60 mg + 400 mcg,1.0,Vitaminas Y Mineral,2025
1829,Salbutamol,Tableta 4 mg,0.5,Antiasmatico,2025
1831,Salbutamol Solución Para Nebulizar,Frasco 10 ml,25.0,Antiasmatico,2025
10401,Salbutamol Sulfato,Aerosol 100 mcg,80.0,Antiasmatico,2025
1885,Sales De Rehidratación Oral,Sobre,4.0,Desordenes De Agua,2025
9548,Sertralina,Tab. 50 mg,2.0,Antidepresivo,2025
1375,Simvastatina,Tableta 20 mg,0.5,Agentes Reductores De Lipido,2025
10242,Simvastatina,Tableta 40 mg,1.0,Agentes Reductores De Lipido,2025
9225,Solución Cloruro De Sodio 0.9%,Frasco 100 ml,20.0,Soluciones Endovenosa,2025
1863,Solución Cloruro De Sodio 0.9%,Frasco 1000 ml,40.0,Soluciones Endovenosa,2025
1870,Solución Dextrosa 5%,Frasco 1000 ml,40.0,Soluciones Endovenosa,2025
1872,Solución Dextrosa 5% + Cloruro De Sodio 0.33%,Frasco 1000 ml,40.0,Soluciones Endovenosa,2025
1875,Solución Dextrosa 5% + Cloruro De Sodio 0.9%,Frasco 1000 ml,40.0,Soluciones Endovenosa,2025
1879,Solución Dextrosa en Ringer 6.423g/100ml,Frasco 1000 ml,40.0,Soluciones Endovenosa,2025
1882,Solución Ringer Con Lactato,Frasco 1000 ml,40.0,Soluciones Endovenosa,2025
2333,Sonda Foley #14,Unidad,20.0,Insumo Hospitalario,2025
2334,Sonda Foley #16,Unidad,20.0,Insumo Hospitalario,2025
3310,Sucralfato 1 g,Sobre,15.0,Antiulceroso,2025
9521,Sulfadiazina Argéntica 1% Crema,Tubo 30 g,50.0,Dermatologicos Antiseptico,2025
10394,Sulfato De Zinc,Tabletas 20 mg,3.0,Medicamentos Usados En Diarrea,2025
1355,Sulfato Ferroso,Tableta 300 mg,0.3,Vitaminas Y Mineral,2025
9539,Sulfato Ferroso + Ácido Fólico,Tableta 300 mg + 5 mg,1.5,Vitaminas Y Mineral,2025
10371,Sulfato Ferroso 25 mg,Frasco 60 ml,30.0,Vitaminas Y Mineral,2025
9119,Sulfato Ferroso Gotas Pediátricas,Frasco Gotero 30 ml,30.0,Vitaminas Y Mineral,2025
10761,Termómetro Digital,Unidad,110.0,Insumo Hospitalario,2025
9017,"Timolol 0.005% , Solución Oftálmica ( Es del PROGRAMA PROMEGOTAS)",Frasco 10 ml,30.0,Mioticos Y Antiglaucoma,2025
1248,Tinidazol,Tableta 500 mg,3.0,Antiamebico,2025
9882,Toallas Sanitarias,Bolsa de 10 unidades,40.0,Insumo Hospitalario,2025
1952,Tobramicina Oftálmica 0.3%,Frasco Gotero 5 ml,30.0,Oftalmologico,2025
9124,Trimetoprim-Sulfametoxazol,Tableta 160 mg / 800 mg,1.5,Antibacteriano,2025
1966,Trimetoprim-Sulfametoxazol Suspensión,Frasco 120 ml,20.0,Antibacteriano,2025
10370,Valsartán 160 mg,Tableta,3.0,Antihipertensivo,2025
1987,Venda De Yeso 4 X 5,Unidad,25.0,Insumo Hospitalario,2025
9885,Venda Elástica 3 X 5,Unidad,15.0,Insumo Hospitalario,2025
1990,Venda Elástica 4 X 5,Unidad,15.0,Insumo Hospitalario,2025
9886,Venda Elástica 6 X 5,Unidad,15.0,Insumo Hospitalario,2025
1431,Verapamil,Tableta 80 mg,1.5,Antianginoso,2025
1915,Vitamina A,"Perla 50,000 UI",1.5,Vitamina,2025
1912,Vitamina A Y D,"Perla 3,000 UI / 300 UI",1.5,Vitamina,2025
1914,Vitamina E,Perla 400 UI,1.5,Vitamina,2025
1916,Vitaminas Neurotrópicas + Dexametasona,Ampolla,20.0,Analgesico,2025
10398,Vitaminas Prenatales,Cápsula,10.0,Vitamina,2025
9531,Vitaminas Y Minerales,Cápsula,1.5,Vitamina,2025
9756,Warfarina Sódica,Tableta 5 mg,5.0,Anticoagulant,2025
10385,Yodopovidona Solución 10%,Frasco 120 ml,50.0,Antiseptico,2025
1945,Aceite de Hígado de Bacalao Emulsión,Frasco 180 ml,40.0,Vitamina,2026
1034,Acetaminofén,Tableta 500 mg,0.3,Analgesico,2026
10064,Acetaminofén,Supositorio 100 mg,5.0,Analgesico,2026
10741,Acetaminofén + Cafeína,500 mg + 65mg Tableta,2.5,Analgesico,2026
1037,Acetaminofén Gotas Pediátricas,Frasco Gotero 15 ml,15.0,Analgesico,2026
10227,Acetaminofén Jarabe,Frasco 120 ml,15.0,Analgesico,2026
10593,Acetato De Medroxiprogesterona,Inyección de Liberación Retardada 150 mg/ml/ Vial,50.0,Hormonas Contraceptiva,2026
9023,Acetazolamida,Tableta 250 mg,8.0,Diuretico,2026
9370,Acetilcisteína,Ampolla 300 mg / 3 ml,15.0,Mucolitico,2026
10748,Acetilcisteína,Sobre Polvo granulado 200 mg,10.0,Mucolitico,2026
1252,Aciclovir,Tableta 400 mg,1.5,Antiviral,2026
1251,Aciclovir Crema,Tubo 5 g,10.0,Antiviral,2026
9371,Aciclovir Suspensión,Frasco 60 ml,40.0,Antiviral,2026
1042,Ácido Acetilsalicílico (Uso Cardiaco),Tableta 81 mg,0.5,Cardiovascular,2026
1041,Ácido Acetilsalicílico,Tableta 325 mg,1.0,Analgesicos-Antiinflamatorio,2026
10425,Ácido Acetilsalicílico,Tableta 100 mg,10.0,Cardiovascular,2026
9329,Ácido Ascórbico (Vit. C),Tableta 500 mg,2.0,Vitamina,2026
1346,Ácido Fólico,Tableta 5 mg,0.2,Vitamina,2026
1345,Ácido Fólico Jarabe,Frasco 120 ml,13.0,Vitamina,2026
9358,Ácido Fólico + Vit. B12 Jarabe,Frasco 120 ml,25.0,Vitamina,2026
1946,Ácido Mefenámico,Tableta 500 mg,0.7,Analgesicos-Antiinflamatorio,2026
9501,Ácido Valproico (Valproato Sódico),Tableta 500 mg,12.0,Antiepileptico,2026
1696,Ácido Valproico Solución,Frasco 40 mL,90.0,Antiepileptico,2026
9057,Adrenalina,Ampolla 1 mg / 1 ml,7.0,Cardiovascular,2026
1893,Agua Para Inyectable,Ampolla 5 ml,3.0,Solubilizant,2026
1891,Agua Para Inyectable,Ampolla 10 ml,3.0,Solubilizant,2026
1215,Albendazol (Dosis Única),Tableta 400 mg,1.0,Antiparasitario,2026
11271,Albendazol Masticable,Tableta 400mg,10.0,Antiparasitario,2026
1216,Albendazol Suspensión (Dosis Única),Sobre 400 mg / 10 ml,5.0,Antiparasitario,2026
9030,Albúmina Humana 20%,Frasco Ampolla 50 ml,2000.0,Sustituto Del Plasma,2026
9079,Alcohol Isopropílico 70º,Frasco 120 ml,20.0,Desinfectantes Y Antiseptico,2026
9344,Alendronato,Tableta 70 mg,1.0,Osteoporosi,2026
9883,Algodón Planchado,Venda 4” x 4”,15.0,Insumo Hospitalario,2026
9510,Algodón Torunda,Funda 7 g,5.0,Insumo Hospitalario,2026
9718,Alopurinol,Tableta 300 mg,1.5,Antigotosos Y Antirreumatico,2026
1845,Ambroxol,Tableta 30 mg,3.0,Mucolitico,2026
9519,Ambroxol Jarabe,Frasco 120 ml,15.0,Mucolitico,2026
1120,Amikacina,Vial 500 mg / 2 ml,15.0,Antibacteriano,2026
9739,Aminosidina,Tableta 250 mg,18.0,Antiamebico,2026
9376,Amiodarona,Tableta 200 mg,4.0,Cardiovascular,2026
1772,Amitriptilina,Tableta 25 mg,1.5,Antidepresivo,2026
1405,Amlodipina,Tableta 5 mg,0.2,Cardiovascular,2026
1404,Amlodipina,Tableta 10 mg,0.2,Cardiovascular,2026
2816,Amoxicilina,Cápsula 500 mg,1.0,Antibacteriano,2026
3288,Amoxicilina Suspensión,Frasco 120 ml,25.0,Antibacteriano,2026
3289,Amoxicilina + Ácido Clavulánico,Cápsula 500 mg / 125 mg,5.0,Antibacteriano,2026
3290,Amoxicilina + Ácido Clavulánico Suspensión,Frasco 60 ml,60.0,Antibacteriano,2026
1127,Ampicilina,Cápsula 500 mg,1.5,Antibacteriano,2026
1130,Ampicilina,Vial 1 g,10.0,Antibacteriano,2026
9180,Anestésico Local + Astringente + Antiinflamatorio,Supositorio,15.0,Antihemorroidal,2026
1606,Antiespasmódico (N-Butil Bromuro-Hioscina),Tableta 10 mg,5.0,Antiespasmodico,2026
1605,Antiespasmódico (N-Butil Bromuro-Hioscina),Ampolla 20 mg / 1 ml,15.0,Antiespasmodico,2026
1877,Antigripal Jarabe,Frasco 120 ml,15.0,Antigripal,2026
10982,Antigripal Tableta,Blíster de 10 Tabletas,3.0,Antigripal,2026
9484,Atenolol,Tableta 50 mg,0.2,Cardiovascular,2026
1378,Atenolol,Tableta 100 mg,0.3,Cardiovascular,2026
1381,Atenolol + Clortalidona,Tableta 50 mg / 12.5 mg,1.5,Cardiovascular,2026
1379,Atenolol + Clortalidona,Tableta 100 mg / 25 mg,2.0,Cardiovascular,2026
1030,Atropina,Ampolla 1 mg / 1 ml,5.0,Antiarritmico,2026
9483,Azitromicina,Cápsula 500 mg,4.0,Antibacteriano,2026
9482,Azitromicina Suspensión,Frasco 30 ml,25.0,Antibacteriano,2026
2031,Bajante De Suero,Unidad,10.0,Insumo Hospitalario,2026
9490,Bastón Ajustable De Aluminio (Un Apoyo),Unidad,200.0,Ortopedico,2026
9491,Bastón Ajustable De Aluminio (Cuatro Apoyos),Unidad,350.0,Ortopedico,2026
9646,Betahistina,Tableta 6 mg,3.0,Antivertiginoso,2026
9174,Betametasona 0.1% Crema,Tubo 15 g,50.0,Antiinflamatorio Antipruritico,2026
9796,Bismuto Subsalicilato Suspensión,Frasco 100 mL,50.0,Antidiarreico,2026
10251,Bisoprolol,Tableta 2.5 mg,3.0,Cardiovascular,2026
10252,Bisoprolol,Tableta 5 mg,3.0,Cardiovascular,2026
2005,Bolsa Colectora De Orina (Adulto),Unidad,10.0,Insumo Hospitalario,2026
2006,Bolsa Colectora De Orina (Pediátrica),Unidad,5.0,Insumo Hospitalario,2026
1849,Bromhexina Jarabe,Frasco 60 ml,10.0,Mucolitico,2026
10255,Budesonida 100 mcg,Spray Frasco Nasal,350.0,Antiasmatico,2026
1012,Bupivacaína Pesada 0.5%,Vial 4 ml,15.0,Anestesico Local,2026
10331,Cabestrillo Pequeño,Unidad,150.0,Ortopedico,2026
9489,Cabestrillo Mediano,Unidad,150.0,Ortopedico,2026
10330,Cabestrillo Grande,Unidad,150.0,Ortopedico,2026
10417,Calamina Locion 0.15%,Frasco 120 ml,45.0,Dermatologico,2026
1897,Calcio Carbonato 600 mg + Vit. D3 400UI,Tableta 600mg/400 UI,1.0,Vitamina,2026
10631,Candesartan,Tableta 16 mg,2.5,Cardiovascular,2026
10744,Candesartan,Tableta 32 mg,3.5,Cardiovascular,2026
9356,Captoprilo,Tableta 25 mg,0.5,Cardiovascular,2026
1433,Captoprilo,Tableta 50 mg,0.7,Cardiovascular,2026
1105,Carbamacepina,Tableta 200 mg,1.0,Psicofarmaco,2026
9275,Carbonato de Litio,Tableta 300 mg,3.0,Psicofarmaco,2026
9031,Carvedilol,Tableta 6.25 mg,0.7,Cardiovascular,2026
9032,Carvedilol,Tableta 12.5 mg,0.7,Cardiovascular,2026
2223,Catéter E.V. # 18,Unidad,15.0,Insumo Hospitalario,2026
2224,Catéter E.V. # 20,Unidad,15.0,Insumo Hospitalario,2026
2225,Catéter E.V. # 22,Unidad,15.0,Insumo Hospitalario,2026
2226,Catéter E.V. # 24,Unidad,15.0,Insumo Hospitalario,2026
1136,Cefalexina,Cápsula 500 mg,2.0,Antibacteriano,2026
1137,Cefalexina Suspensión,Frasco 120 ml,35.0,Antibacteriano,2026
1141,Cefepime,Vial 1 g,35.0,Antibacteriano,2026
1143,Cefotaxima,Vial 1 g,15.0,Antibacteriano,2026
1147,Ceftriaxona,Vial 1 g,10.0,Antibacteriano,2026
9529,Cetirizina,Frasco 60 ml,20.0,Antialergico,2026
10254,Cetirizina,Tableta 10 mg,0.5,Antialergico,2026
1150,Ciprofloxacina,Tableta 500 mg,1.0,Antibacteriano,2026
9162,Claritromicina,Tableta 500 mg,5.0,Antibacteriano,2026
9163,Claritromicina Suspensión,Frasco 60 ml,90.0,Antibacteriano,2026
9164,Clindamicina,Cápsula 300 mg,5.0,Antibacteriano,2026
10281,Clindamicina,Óvulo 100 mg,10.0,Antibacteriano,2026
9350,Clopidogrel,Tableta 75 mg,1.5,Cardiovascular,2026
10233,Clorpromazina,Tableta 25 mg,6.0,Antipsicotico,2026
1781,Clorpromazina,Tableta 100 mg,7.0,Antipsicotico,2026
9244,Cloruro De Sodio Gotas Nasales,Frasco 15 ml,15.0,Descongestionant,2026
1471,Clotrimazol Crema,Tubo 30 g,10.0,Antifungico,2026
10231,Clotrimazol Ovulos,Ovulo 500 mg,6.0,Dermatologico,2026
1475,Clotrimazol Solución Tópica,Frasco Gotero 20 ml,12.0,Antifungico,2026
9492,Codera Mediana,Unidad,180.0,Ortopedico,2026
9493,Codera Grande,Unidad,180.0,Ortopedico,2026
9497,Collarín Blando Mediano,Unidad,100.0,Ortopedico,2026
9498,Collarín Blando Grande,Unidad,100.0,Ortopedico,2026
9499,Collarín Rígido Ajustable,Unidad,350.0,Ortopedico,2026
1899,Complejo B Jarabe,Frasco 120 ml,15.0,Vitamina,2026
1898,Complejo B,Tableta,0.5,Vitamina,2026
1900,Complejo B,Vial 10 ml,20.0,Vitamina,2026
9404,Deflazacort,Tableta 6 mg,10.0,Artritis Reumatoide,2026
10250,Dexametasona,Ampolla 4 mg / 1 ml,5.0,Antiasmaticos-Antialergico,2026
1638,Dexametasona,Tableta 0.5 mg,1.5,Antiasmaticos-Antialergico,2026
9299,Dexametasona,Tableta 4 mg,5.0,Antiasmaticos-Antialergico,2026
1876,Dextrosa 50%,Ampolla 20 ml,15.0,Desordenes De Agua,2026
1045,Diclofenac Sódico,Ampolla 75 mg / 3 ml,2.0,Analgesicos-Antiinflamatorios No Esteroideo,2026
1047,Diclofenac Sódico,Tableta 50 mg,0.2,Analgesicos-Antiinflamatorios No Esteroideo,2026
1043,Diclofenaco Dietilamonio1.16% Gel,Tubo 20 g,10.0,Analgesicos-Antiinflamatorios No Esteroideo,2026
1044,Diclofenac Sódico o Potasico,Supositorio 12.5 mg,10.0,Analgesicos-Antiinflamatorios No Esteroideo,2026
1168,Dicloxacilina,Cápsula 500 mg,4.0,Antibacteriano,2026
1167,Dicloxacilina Suspensión,Frasco 60 ml,50.0,Antibacteriano,2026
1852,Difenhidramina,Ampolla 10 mg / 1 ml,10.0,Antialergico,2026
1851,Difenhidramina Jarabe,Frasco 60 ml,15.0,Antialergico,2026
9333,Difenhidramina,Tableta 25 mg,0.5,Antialergico,2026
9774,Digoxina,50 mcg/ml Líquido Oral Frasco,50.0,Cardiovascular,2026
1441,Digoxina,Tableta 0.25 mg,1.0,Cardiovascular,2026
1597,Dimenhidrinato,Ampolla 50 mcg/1 ml,5.0,Agentes Coadyuvant,2026
9413,Dimenhidrinato Jarabe,Frasco 60 ml,15.0,Diuretico,2026
9525,Dimenhidrinato,Supositorio 25 mg,4.0,Diuretico,2026
1598,Dimenhidrinato,Tableta 50 mg,0.5,Diuretico,2026
1170,Doxiciclina,Cápsula 100 mg,1.0,Antibacteriano,2026
1434,Enalapril,Tableta 10 mg,0.2,Antihipertensivo,2026
1435,Enalapril,Tableta 20 mg,0.2,Antihipertensivo,2026
1173,Eritromicina Suspensión,Frasco 120 ml,50.0,Antibacteriano,2026
10262,Eritromicina Estearato,Tableta 500 mg,5.0,Antibacteriano,2026
9170,Eritropoyetina Recombinante Humana,Ampolla 4000 UI / 0.3 ml,135.0,Antianemico,2026
9102,Espirómetro,Unidad,200.0,Insumo Hospitalario,2026
9793,Espironolactona,Tableta 25 mg,2.0,Diuretico,2026
9369,Espironolactona,Tableta 100 mg,4.0,Diuretico,2026
9337,Estrógenos Conjugados,Tableta 0.625 mg,5.0,Hormonas Estrogena,2026
10592,Etinilestradiol + Levonorgestrel,Tableta 30 mcg +150 mcg,20.0,Hormonas Contraceptiva,2026
9727,Fenitoína Suspensión,Frasco 120 ml,200.0,Antiepileptico,2026
1106,Fenitoína,Tableta 100 mg,8.0,Antiepileptico,2026
1098,Fitomenadiona (Vit. K),Ampolla 10 mg/ 1 ml,15.0,Coagulant,2026
1256,Fluconazol,Cápsula 150 mg,2.5,Antifungico,2026
9741,Fluconazol Suspensión,Frasco 60 ml,200.0,Antipsicotico,2026
1784,Decanoato de Flufenazina,Ampolla 25 mg/ml,400.0,Psicofarmaco,2026
9181,Fluoxetina,Tableta 20 mg,6.0,Antidepresivo,2026
9735,Fosfomicina Suspensión,Frasco 120 ml,140.0,Antibacteriano,2026
9736,Fosfomicina,Tableta 500 mg,10.0,Antibacteriano,2026
1573,Furosemida,Ampolla 20 mg / 2 ml,2.0,Diuretico,2026
1574,Furosemida,Tableta 40 mg,0.3,Diuretico,2026
9063,Gasa Precortada 4” X 4”,Sobre / 10 Unidades,10.0,Insumo Hospitalario,2026
1175,Gentamicina,Ampolla 80 mg / 2 ml,3.0,Antibacteriano,2026
9808,Gentamicina Solución Oftálmica,Frasco Gotero 5 ml,30.0,Antibacteriano,2026
1662,Glibenclamida,Tableta 5 mg,0.2,Antidiabetico,2026
11507,Glimepirida 2 mg,Tableta 2 mg,2.0,Insulinas Y Agentes Antidiabetico,2026
11393,Glimepirida 4 mg,Tableta 4 mg,5.0,Insulinas Y Agentes Antidiabetico,2026
9745,Gotas Óticas (Polimixina + Neomicina),Frasco Gotero 10 ml,125.0,Antibacteriano,2026
10264,Griseofulvina,Tableta 500 mg,7.0,Antifungico,2026
2167,Guante Examen Mediano,Par,3.0,Antipsicotico,2026
1790,Haloperidol,Frasco Gotero 15 ml,16.0,Antipsicotico,2026
1787,Haloperidol,Tableta 5 mg,1.0,Antipsicotico,2026
1359,Heparina,Vial 5000 UI / 5 mL,75.0,Anticoagulant,2026
10235,Hidralazina Clorhidrato,Tableta 50 mg,40.0,Antihipertensivo,2026
9794,Hidroclorotiazida,Tableta 25 mg,0.3,Antihipertensivo,2026
1575,Hidroclorotiazida,Tableta 50 mg,0.3,Antihipertensivo,2026
1514,Hidrocortisona 1% Pomada,Tubo 15 g,20.0,Dermatologicos Antiinflamatorio,2026
1640,Hidrocortisona,Vial 100 mg,10.0,Hormonas Y Sustitutos Sintetico,2026
10743,Hidróxido de Aluminio + Hidróxido Magnesio + Simeticona,520mg + 480mg + 40mg Sobre de 5ml,20.0,Antiacidos Antiflatulento,2026
9282,Hierro Sacarosa,Ampolla 100 mg / 5 ml,40.0,Antianemico,2026
10237,Ibuprofeno Suspensión,200mg/5ml Frasco 60ml,30.0,Analgesicos-Antiinflamatorios No Esteroideo,2026
10236,Ibuprofeno,Tableta 400 mg,1.0,Analgesicos-Antiinflamatorios No Esteroideo,2026
1055,Ibuprofeno,Tableta 600 mg,1.0,Analgesicos-Antiinflamatorios No Esteroideo,2026
9274,Imipramina,Tableta 25 mg,1.0,Antidepresivo,2026
3399,Inmovilizador de Dedo en Aluminio para Adultos,Unidad,120.0,Ortopedico,2026
1690,Inmunoglobulina Antitetánica Humana,Vial 250 UI / 1 ml,500.0,Sueros E Inmunoglobulina,2026
9645,"Insulina glargina Recombinante, Análoga Humana",Ampolla Multidosis,350.0,Insulinas Y Agentes Antidiabetico,2026
1663,Insulina Intermedia NPH 100 UI/mL Vial 10 mL,Vial 10 ml,110.0,Insulinas Y Agentes Antidiabetico,2026
1664,Insulina Mixta 70/30,Vial 10 ml,110.0,Insulinas Y Agentes Antidiabetico,2026
1665,Insulina Regular (Cristalina) 100 UI/mL Vial 10mL,Vial 10 ml,110.0,Insulinas Y Agentes Antidiabetico,2026
10388,Ipratropio Bromuro Solución P/Nebulizar,Ampolla 0.900mg/3ml,50.0,Antiasmatico,2026
9526,Itraconazol,Cápsula 100 mg,6.5,Antifungico,2026
2387,Jabón Antiséptico (Benzalconio),Pasta 100 g,30.0,Dermatologicos Antiseptico,2026
2392,Jabón De Avena,Pasta 100 g,30.0,Dermatologicos Antiseptico,2026
2389,Jabón De Azufre,Pasta 100 g,30.0,Dermatologicos Antiseptico,2026
2020,Jeringa 3 ml,Unidad,2.0,Insumo Hospitalario,2026
2022,Jeringa 5 ml,Unidad,2.0,Insumo Hospitalario,2026
2023,Jeringa 10 ml,Unidad,3.0,Insumo Hospitalario,2026
2024,Jeringa 20 ml,Unidad,5.0,Insumo Hospitalario,2026
2029,Jeringa Insulina,Unidad,2.0,Insumo Hospitalario,2026
1259,Ketoconazol,Tableta 200 mg,1.25,Antifungico,2026
9427,Ketoconazol Champú,Frasco 100 ml,30.0,Antifungico,2026
1481,Ketoconazol 2% Crema,Tubo 30 g,12.0,Antifungico,2026
9338,Lactulosa Jarabe,Frasco 240 ml,150.0,Laxante Osmotico,2026
1339,Levodopa+Benserazida,Tableta 200 mg + 50 mg,15.0,Antiparkinsoniano,2026
9732,Levofloxacina,Tableta 500 mg,2.5,Antibacteriano,2026
10268,Levotiroxina,Tableta 25 mcg,1.5,Hormonas Tiroidea,2026
10246,Levotiroxina,Tableta 50 mcg,1.5,Hormonas Tiroidea,2026
9231,Levotiroxina,Tableta 0.1 mg,1.5,Hormonas Tiroidea,2026
3030,Lidocaína Clorhidrato 2%,Vial / 50 ml,25.0,Anestesico Local,2026
1437,Lisinopril,Tableta 10 mg,0.5,Antihipertensivo,2026
1438,Lisinopril,Tableta 20 mg,2.0,Antihipertensivo,2026
9343,Loperamida,Tableta 2 mg,0.5,Antidiarreico,2026
1081,Loratadina,Tableta 10 mg,0.5,Antialergico,2026
1084,Loratadina Jarabe,Frasco 90 ml,15.0,Antialergico,2026
9392,Losartán Potásico,Tableta 50 mg,0.5,Antihipertensivo,2026
9772,Losartán Potásico,Tableta 100 mg,1.5,Antihipertensivo,2026
2063,Mariposita #21,Unidad,2.0,Insumo Hospitalario,2026
2064,Mariposita #23,Unidad,2.0,Insumo Hospitalario,2026
2065,Mariposita #25,Unidad,2.0,Insumo Hospitalario,2026
9353,Mascarilla Para Nebulizar (Adulto),Unidad,25.0,Insumo Hospitalario,2026
2419,Mascarilla Para Nebulizar (Pediátrica),Unidad,25.0,Insumo Hospitalario,2026
1217,Mebendazol,Blíster de 6 Tabletas,3.0,Antihelmintico,2026
1218,Mebendazol Suspensión,Frasco 30 ml,10.0,Antihelmintico,2026
9076,Mecobalamina (Vit. B12),Cápsula 500 mcg,5.0,Vitamina,2026
9708,Meloxican,Tableta 15 mg,2.0,Antiinflamatorios No Esteroideo,2026
10276,Metformina,Tableta 500 mg,0.5,Antidiabetico,2026
1661,Metformina,Tableta 850 mg,0.5,Antidiabetico,2026
1661,Metformina,Tableta 1000 mg,1.5,Antidiabetico,2026
10238,Metildopa,Tableta 250 mg,4.0,Antihipertensivo,2026
1414,Metildopa,Tableta 500 mg,5.0,Antihipertensivo,2026
10239,Metilprednisolona,Vial 40 mg / 1 ml,300.0,Hormonas Y Sustitutos Sintetico,2026
1601,Metoclopramida,Ampolla 10 mg / 2 ml,2.0,Antiemetico,2026
