CodigoArticulo,DESCRIPCION,PRESENTACION,Precios,GrupoTerapeutico,Año
9545,Olanzapina,Tableta 10 mg,50.0,Antipsicotico,2024
9813,Olanzapina,Tableta 5 mg,40.0,Antipsicotico,2024
1589,Omeprazol,Tableta 20 mg,0.5,Antiulceroso,2024
9950,Orinal Para Hombre,Unidad,25.0,Insumo Hospitalario,2024
9951,Orinal Plástico Desechable para Mujer,Unidad,65.0,Insumo Hospitalario,2024
1515,Oxido de Zinc,Frasco 120 ml,15.0,Emoliente Cutaneo,2024
10335,Pañal Desechable (S) 4-10kg,Unidad,10.0,Insumo Hospitalario,2024
9879,Pañal Desechable Grande para Adultos (Large),Unidad,20.0,Insumo Hospitalario,2024
9705,Pañal Desechable Mediano para Adulto,Unidad,20.0,Insumo Hospitalario,2024
10389,Pañal Desechable Niños (M) 9-15kg,Unidad,10.0,Insumo Hospitalario,2024
10479,Pañal Desechable para niños L,Unidad,12.0,Insumo Hospitalario,2024
9750,Pañal Desechable Pequeño para Adulto,Unidad,20.0,Insumo Hospitalario,2024
10336,Pañal Desechable Recien Nacido 2-5 kg,Unidad,10.0,Insumo Hospitalario,2024
1194,Penicilina G Benzatínica 1.2,Vial,10.0,Antibacteriano,2024
1195,"Penicilina G. Benzatínica 2,400,000 UI",Vial,15.0,Antibacteriano,2024
1196,"Penicilina G. Benzatínica 600,000 UI",Vial,10.0,Antibacteriano,2024
1202,"Penicilina G.Procaínica 4,00,000 UI .",Vial,5.0,Antibacteriano,2024
1201,"Penicilina G.Procaínica 4,000,000 UI .",Vial,20.0,Antibacteriano,2024
1202,"Penicilina G.Procaínica 400,000 UI",Vial,5.0,Antibacteriano,2024
2432,Perita De Aspiración Nasal,Unidad,15.0,Insumo Hospitalario,2024
9397,Permetrina 1% Champú,Frasco 60 ml,40.0,Escabicida Y Pediculicida,2024
9177,Permetrina 1% Loción,Frasco 60 ml,40.0,Escabicida Y Pediculicida,2024
9154,Permetrina 5% Crema,Tubo 30 tubo,25.0,Escabicida Y Pediculicida,2024
9400,Prednisona,Tableta 50 mg,6.0,Antiinflamatorio Esteroideo,2024
10272,Prednisona,Tableta 20 mg,5.0,Antiinflamatorio Esteroideo,2024
1646,Prednisona,Tableta 5 mg,0.7,Antiinflamatorio Esteroideo,2024
10295,Pregabalina,Capsula 300 mg,20.0,Antiepileptico,2024
10294,Pregabalina,Capsula75 mg,10.0,Antiepileptico,2024
3344,Preservativo Masculino,Unidad,2.0,Insumo Hospitalario,2024
10271,Propanolol,Tableta 20 mg,0.4,Cardiovascular,2024
9083,Propranolol,Tableta 40 mg,0.5,Cardiovascular,2024
9607,Proteína Hiperprotética Suplemento Nutricional Líquido,Frasco 8 Onzas,100.0,Nutricion,2024
9625,Proteína Polimérica con Probiótico,Lata 400 g,280.0,Nutricion,2024
9002,Proteína Polimérica con Probióticos Líquida,Frasco 8 Onzas,60.0,Nutricion,2024
9626,Proteína Polimérica en Polvo,Lata 400 g,300.0,Nutricion,2024
9627,Proteína Polimérica Líquida,Frasco 8 Onzas,60.0,Nutricion,2024
9557,Proteina Polimerica Modulo Proteico,Lata 275 g,300.0,Nutricion,2024
9558,Proteína Polimérica para Diabetes Líquida,Frasco 8 Onzas,70.0,Nutricion,2024
9606,Proteína Poliméricas Hiperprotéica Líquida,Frasco 8 Onzas,120.0,Nutricion,2024
10416,Quetiapina,Tableta 25 mg,16.0,Antpsicotico,2024
10410,Quetiapina,Tableta 100 mg,30.0,Antpsicotico,2024
10296,Ramipril,Tableta 5 mg,1.0,Cardiovascular,2024
9814,Risperidona,Tableta 1 mg,2.0,Antpsicotico,2024
1793,Risperidona,Tableta 2 mg,2.0,Antpsicotico,2024
9887,Rodillera Grande,Unidad,125.0,Insumo Ortopedico,2024
9494,Rodillera Mediana,Unidad,125.0,Insumo Ortopedico,2024
9888,Rodillera Pequeña,Unidad,125.0,Insumo Ortopedico,2024
1829,Salbutamol,Tabletan4 mg,0.5,Antiasmatico,2024
10401,Salbutamol Sulfato 100 mcg/Inhalacion,Frasco Aerosol,60.0,Antiasmatico,2024
1831,Salbutamol.P/Nebulizar 5mg/ml,Frasco Gotero10 ml,25.0,Antiasmatico,2024
1885,Sales de Rehidratación Oral,Sobre,4.0,Diarrea,2024
9545,Sertralina,Tableta 50 mg,2.0,Antidepresivo,2024
10242,Simvastatina,Tableta 40 mg,1.0,Reguladores De Lipido,2024
1375,Simvastatina,Tableta 20 mg,0.5,Reguladores De Lipido,2024
1882,Solucion Ringer con Lactato Frasco 1000 ml,Frasco 1000 ml,20.0,Soluciones Correctoras Desordenes De Agua,2024
9225,Solución Cloruro de Sodio 0.9%,Frasco 100 ml,20.0,Soluciones Correctoras Desordenes De Agua,2024
1872,Solucion Cloruro Dextrosa 0.5% + Cloruro de Sodio 0.33 Frasco 1000 ml,Frasco 1000 ml,20.0,Soluciones Correctoras Desordenes De Agua,2024
1863,Solución Cloruro Sódico 0.9% Iny. I.V. Fco. 1000 ml,Frasco 1000 ml,40.0,Soluciones Correctoras Desordenes De Agua,2024
2333,Sonda Foley 2 Vías No.14,Unidad,20.0,Insumo Hospitalario,2024
2334,Sonda Foley 2 Vías No.16,Unidad,20.0,Insumo Hospitalario,2024
3310,Sucralfato Granulado 1 g,Sobre 1 g,15.0,Antiulceroso,2024
9521,Sulfadiazina Argéntica 1% Crema,Tubo 30 crema,50.0,Antiinfeccioso-Antisepticono,2024
10394,Sulfato de Zinc,Tableta 200 mg,3.0,Micronutriente,2024
1355,Sulfato Ferroso,Tableta 300 mg,0.3,Antianemico,2024
10371,Sulfato Ferroso,Frasco 60 ml,30.0,Antianemico,2024
9359,Sulfato Ferroso + Ácido Fólico,Tableta 300 mg/5 mg,1.5,Antianemico,2024
9119,Sulfato Ferroso 125 mg/mL Gotas,Frasco 30 ml,30.0,Antianemico,2024
10761,Termometro digital oral,Unidad,110.0,Insumo Hospitalario,2024
1248,Tinidazol,Tableta 500 mg,3.0,Antimicrobiano,2024
9496,Tobillera Grande,Unidad,160.0,Insumo Ortopedico,2024
9495,Tobillera Mediana,Unidad,160.0,Insumo Ortopedico,2024
10328,Tobillera Mediana Rigida,Unidad,485.0,Insumo Ortopedico,2024
9890,Tobillera Pequeña,Unidad,200.0,Insumo Ortopedico,2024
1952,Tobramicina 0.3% Gotas Oftálmicas,Frasco Gotero 5 ml,30.0,Antibiotico,2024
9124,Trimetoprim-Sulfametoxazol,Tableta 160 mg/800 mg,1.5,Antibacteriano,2024
1966,Trimetroprím-Sulfametoxazol (40/200mg) 5 mL,Frasco 120 ml,20.0,Antibacteriano,2024
10370,Valsartán,Tableta 160 mg,3.0,Cardiovascular,2024
9885,"Venda Elástica 3"" x 5 Yardas",Unidad,15.0,Insumo Hospitalario,2024
1990,"Venda Elástica 4"" x 5 Yardas",Unidad,15.0,Insumo Hospitalario,2024
9886,"Venda Elástica 6"" x 5 Yardas",Unidad,15.0,Insumo Hospitalario,2024
1431,Verapamil 80 mg,Tableta 80 mg,1.5,Cardiovascular,2024
1915,"Vitamina A 50,000 UI","Perla 50,000 UI",1.5,Vitamina,2024
1912,Vitamina A Y D(3000 UI + 300 UI),"Perla 3,000 /300 UI",1.5,Vitamina,2024
1914,Vitamina E 400 UI,Perla 400 UI,1.5,Vitamina,2024
1916,Vitaminas Neurotrópicas +Dexametasona + Dexametasona,Ampollas,20.0,Vitamina,2024
9531,Vitaminas y Minerales,Capsula,1.5,Vitamina,2024
9756,Warfarina Sódica,Tableta 5 mg,5.0,Anticoagulante,2024
10385,Yodopovidona Solución al 10%,Frasco 120 ml,50.0,Desinfectant,2024
1945,Aceite de Hígado de Bacalao Emulsión,Frasco 180 ml,40.0,Vitamina,2025
1034,Acetaminofén,Tableta 500 mg,0.3,Analgesico,2025
10064,Acetaminofén,Supositorio 100 mg,5.0,Analgesico,2025
10741,Acetaminofén + Cafeína,500 mg + 65mg Tableta,2.5,Analgesico,2025
1037,Acetaminofén Gotas Pediátricas,Frasco Gotero 15 ml,15.0,Analgesico,2025
10227,Acetaminofén Jarabe,Frasco 120 ml,15.0,Analgesico,2025
10593,Acetato De Medroxiprogesterona,Inyección de Liberación Retardada 150 mg/ml/ Vial,50.0,Hormonas Contraceptiva,2025
9023,Acetazolamida,Tableta 250 mg,8.0,Diuretico,2025
9370,Acetilcisteína,Ampolla 300 mg / 3 ml,15.0,Mucolitico,2025
10748,Acetilcisteína,Sobre Polvo granulado 200 mg,10.0,Mucolitico,2025
1252,Aciclovir,Tableta 400 mg,1.5,Antiviral,2025
1251,Aciclovir Crema,Tubo 5 g,10.0,Antiviral,2025
9371,Aciclovir Suspensión,Frasco 60 ml,40.0,Antiviral,2025
1042,Ácido Acetilsalicílico (Uso Cardiaco),Tableta 81 mg,0.5,Cardiovascular,2025
1041,Ácido Acetilsalicílico,Tableta 325 mg,1.0,Analgesicos-Antiinflamatorio,2025
10425,Ácido Acetilsalicílico,Tableta 100 mg,10.0,Cardiovascular,2025
9329,Ácido Ascórbico (Vit. C),Tableta 500 mg,2.0,Vitamina,2025
1346,Ácido Fólico,Tableta 5 mg,0.2,Vitamina,2025
1345,Ácido Fólico Jarabe,Frasco 120 ml,13.0,Vitamina,2025
9358,Ácido Fólico + Vit. B12 Jarabe,Frasco 120 ml,25.0,Vitamina,2025
1946,Ácido Mefenámico,Tableta 500 mg,0.7,Analgesicos-Antiinflamatorio,2025
9501,Ácido Valproico (Valproato Sódico),Tableta 500 mg,12.0,Antiepileptico,2025
1696,Ácido Valproico Solución,Frasco 40 mL,90.0,Antiepileptico,2025
9057,Adrenalina,Ampolla 1 mg / 1 ml,7.0,Cardiovascular,2025
1893,Agua Para Inyectable,Ampolla 5 ml,3.0,Solubilizant,2025
1891,Agua Para Inyectable,Ampolla 10 ml,3.0,Solubilizant,2025
1215,Albendazol (Dosis Única),Tableta 400 mg,1.0,Antiparasitario,2025
11271,Albendazol Masticable,Tableta 400mg,10.0,Antiparasitario,2025
1216,Albendazol Suspensión (Dosis Única),Sobre 400 mg / 10 ml,5.0,Antiparasitario,2025
9030,Albúmina Humana 20%,Frasco Ampolla 50 ml,2000.0,Sustituto Del Plasma,2025
9079,Alcohol Isopropílico 70º,Frasco 120 ml,20.0,Desinfectantes Y Antiseptico,2025
9344,Alendronato,Tableta 70 mg,1.0,Osteoporosi,2025
9883,Algodón Planchado,Venda 4” x 4”,15.0,Insumo Hospitalario,2025
9510,Algodón Torunda,Funda 7 g,5.0,Insumo Hospitalario,2025
9718,Alopurinol,Tableta 300 mg,1.5,Antigotosos Y Antirreumatico,2025
1845,Ambroxol,Tableta 30 mg,3.0,Mucolitico,2025
9519,Ambroxol Jarabe,Frasco 120 ml,15.0,Mucolitico,2025
1120,Amikacina,Vial 500 mg / 2 ml,15.0,Antibacteriano,2025
9739,Aminosidina,Tableta 250 mg,18.0,Antiamebico,2025
9376,Amiodarona,Tableta 200 mg,4.0,Cardiovascular,2025
1772,Amitriptilina,Tableta 25 mg,1.5,Antidepresivo,2025
1405,Amlodipina,Tableta 5 mg,0.2,Cardiovascular,2025
1404,Amlodipina,Tableta 10 mg,0.2,Cardiovascular,2025
2816,Amoxicilina,Cápsula 500 mg,1.0,Antibacteriano,2025
3288,Amoxicilina Suspensión,Frasco 120 ml,25.0,Antibacteriano,2025
3289,Amoxicilina + Ácido Clavulánico,Cápsula 500 mg / 125 mg,5.0,Antibacteriano,2025
3290,Amoxicilina + Ácido Clavulánico Suspensión,Frasco 60 ml,60.0,Antibacteriano,2025
1127,Ampicilina,Cápsula 500 mg,1.5,Antibacteriano,2025
1130,Ampicilina,Vial 1 g,10.0,Antibacteriano,2025
9180,Anestésico Local + Astringente + Antiinflamatorio,Supositorio,15.0,Antihemorroidal,2025
1606,Antiespasmódico (N-Butil Bromuro-Hioscina),Tableta 10 mg,5.0,Antiespasmodico,2025
1605,Antiespasmódico (N-Butil Bromuro-Hioscina),Ampolla 20 mg / 1 ml,15.0,Antiespasmodico,2025
1877,Antigripal Jarabe,Frasco 120 ml,15.0,Antigripal,2025
10982,Antigripal Tableta,Blíster de 10 Tabletas,3.0,Antigripal,2025
9484,Atenolol,Tableta 50 mg,0.2,Cardiovascular,2025
1378,Atenolol,Tableta 100 mg,0.3,Cardiovascular,2025
1381,Atenolol + Clortalidona,Tableta 50 mg / 12.5 mg,1.5,Cardiovascular,2025
1379,Atenolol + Clortalidona,Tableta 100 mg / 25 mg,2.0,Cardiovascular,2025
1030,Atropina,Ampolla 1 mg / 1 ml,5.0,Antiarritmico,2025
9483,Azitromicina,Cápsula 500 mg,4.0,Antibacteriano,2025
9482,Azitromicina Suspensión,Frasco 30 ml,25.0,Antibacteriano,2025
2031,Bajante De Suero,Unidad,10.0,Insumo Hospitalario,2025
9490,Bastón Ajustable De Aluminio (Un Apoyo),Unidad,200.0,Ortopedico,2025
9491,Bastón Ajustable De Aluminio (Cuatro Apoyos),Unidad,350.0,Ortopedico,2025
9646,Betahistina,Tableta 6 mg,3.0,Antivertiginoso,2025
9174,Betametasona 0.1% Crema,Tubo 15 g,50.0,Antiinflamatorio Antipruritico,2025
9796,Bismuto Subsalicilato Suspensión,Frasco 100 mL,50.0,Antidiarreico,2025
10251,Bisoprolol,Tableta 2.5 mg,3.0,Cardiovascular,2025
10252,Bisoprolol,Tableta 5 mg,3.0,Cardiovascular,2025
2005,Bolsa Colectora De Orina (Adulto),Unidad,10.0,Insumo Hospitalario,2025
2006,Bolsa Colectora De Orina (Pediátrica),Unidad,5.0,Insumo Hospitalario,2025
1849,Bromhexina Jarabe,Frasco 60 ml,10.0,Mucolitico,2025
10255,Budesonida 100 mcg,Spray Frasco Nasal,350.0,Antiasmatico,2025
1012,Bupivacaína Pesada 0.5%,Vial 4 ml,15.0,Anestesico Local,2025
10331,Cabestrillo Pequeño,Unidad,150.0,Ortopedico,2025
9489,Cabestrillo Mediano,Unidad,150.0,Ortopedico,2025
10330,Cabestrillo Grande,Unidad,150.0,Ortopedico,2025
10417,Calamina Locion 0.15%,Frasco 120 ml,45.0,Dermatologico,2025
1897,Calcio Carbonato 600 mg + Vit. D3 400UI,Tableta 600mg/400 UI,1.0,Vitamina,2025
10631,Candesartan,Tableta 16 mg,2.5,Cardiovascular,2025
10744,Candesartan,Tableta 32 mg,3.5,Cardiovascular,2025
9356,Captoprilo,Tableta 25 mg,0.5,Cardiovascular,2025
1433,Captoprilo,Tableta 50 mg,0.7,Cardiovascular,2025
1105,Carbamacepina,Tableta 200 mg,1.0,Psicofarmaco,2025
9275,Carbonato de Litio,Tableta 300 mg,3.0,Psicofarmaco,2025
9031,Carvedilol,Tableta 6.25 mg,0.7,Cardiovascular,2025
9032,Carvedilol,Tableta 12.5 mg,0.7,Cardiovascular,2025
2223,Catéter E.V. # 18,Unidad,15.0,Insumo Hospitalario,2025
2224,Catéter E.V. # 20,Unidad,15.0,Insumo Hospitalario,2025
2225,Catéter E.V. # 22,Unidad,15.0,Insumo Hospitalario,2025
2226,Catéter E.V. # 24,Unidad,15.0,Insumo Hospitalario,2025
1136,Cefalexina,Cápsula 500 mg,2.0,Antibacteriano,2025
1137,Cefalexina Suspensión,Frasco 120 ml,35.0,Antibacteriano,2025
1141,Cefepime,Vial 1 g,35.0,Antibacteriano,2025
1143,Cefotaxima,Vial 1 g,15.0,Antibacteriano,2025
1147,Ceftriaxona,Vial 1 g,10.0,Antibacteriano,2025
9529,Cetirizina,Frasco 60 ml,20.0,Antialergico,2025
10254,Cetirizina,Tableta 10 mg,0.5,Antialergico,2025
1150,Ciprofloxacina,Tableta 500 mg,1.0,Antibacteriano,2025
9162,Claritromicina,Tableta 500 mg,5.0,Antibacteriano,2025
9163,Claritromicina Suspensión,Frasco 60 ml,90.0,Antibacteriano,2025
9164,Clindamicina,Cápsula 300 mg,5.0,Antibacteriano,2025
10281,Clindamicina,Óvulo 100 mg,10.0,Antibacteriano,2025
9350,Clopidogrel,Tableta 75 mg,1.5,Cardiovascular,2025
10233,Clorpromazina,Tableta 25 mg,6.0,Antipsicotico,2025
1781,Clorpromazina,Tableta 100 mg,7.0,Antipsicotico,2025
9244,Cloruro De Sodio Gotas Nasales,Frasco 15 ml,15.0,Descongestionant,2025
1471,Clotrimazol Crema,Tubo 30 g,10.0,Antifungico,2025
10231,Clotrimazol Ovulos,Ovulo 500 mg,6.0,Dermatologico,2025
1475,Clotrimazol Solución Tópica,Frasco Gotero 20 ml,12.0,Antifungico,2025
9492,Codera Mediana,Unidad,180.0,Ortopedico,2025
9493,Codera Grande,Unidad,180.0,Ortopedico,2025
9497,Collarín Blando Mediano,Unidad,100.0,Ortopedico,2025
9498,Collarín Blando Grande,Unidad,100.0,Ortopedico,2025
9499,Collarín Rígido Ajustable,Unidad,350.0,Ortopedico,2025
1899,Complejo B Jarabe,Frasco 120 ml,15.0,Vitamina,2025
1898,Complejo B,Tableta,0.5,Vitamina,2025
1900,Complejo B,Vial 10 ml,20.0,Vitamina,2025
9404,Deflazacort,Tableta 6 mg,10.0,Artritis Reumatoide,2025
10250,Dexametasona,Ampolla 4 mg / 1 ml,5.0,Antiasmaticos-Antialergico,2025
1638,Dexametasona,Tableta 0.5 mg,1.5,Antiasmaticos-Antialergico,2025
9299,Dexametasona,Tableta 4 mg,5.0,Antiasmaticos-Antialergico,2025
1876,Dextrosa 50%,Ampolla 20 ml,15.0,Desordenes De Agua,2025
1045,Diclofenac Sódico,Ampolla 75 mg / 3 ml,2.0,Analgesicos-Antiinflamatorios No Esteroideo,2025
1047,Diclofenac Sódico,Tableta 50 mg,0.2,Analgesicos-Antiinflamatorios No Esteroideo,2025
1043,Diclofenaco Dietilamonio1.16% Gel,Tubo 20 g,10.0,Analgesicos-Antiinflamatorios No Esteroideo,2025
1044,Diclofenac Sódico o Potasico,Supositorio 12.5 mg,10.0,Analgesicos-Antiinflamatorios No Esteroideo,2025
1168,Dicloxacilina,Cápsula 500 mg,4.0,Antibacteriano,2025
1167,Dicloxacilina Suspensión,Frasco 60 ml,50.0,Antibacteriano,2025
1852,Difenhidramina,Ampolla 10 mg / 1 ml,10.0,Antialergico,2025
1851,Difenhidramina Jarabe,Frasco 60 ml,15.0,Antialergico,2025
9333,Difenhidramina,Tableta 25 mg,0.5,Antialergico,2025
9774,Digoxina,50 mcg/ml Líquido Oral Frasco,50.0,Cardiovascular,2025
1441,Digoxina,Tableta 0.25 mg,1.0,Cardiovascular,2025
1597,Dimenhidrinato,Ampolla 50 mcg/1 ml,5.0,Agentes Coadyuvant,2025
9413,Dimenhidrinato Jarabe,Frasco 60 ml,15.0,Diuretico,2025
9525,Dimenhidrinato,Supositorio 25 mg,4.0,Diuretico,2025
1598,Dimenhidrinato,Tableta 50 mg,0.5,Diuretico,2025
1170,Doxiciclina,Cápsula 100 mg,1.0,Antibacteriano,2025
1434,Enalapril,Tableta 10 mg,0.2,Antihipertensivo,2025
1435,Enalapril,Tableta 20 mg,0.2,Antihipertensivo,2025
1173,Eritromicina Suspensión,Frasco 120 ml,50.0,Antibacteriano,2025
10262,Eritromicina Estearato,Tableta 500 mg,5.0,Antibacteriano,2025
9170,Eritropoyetina Recombinante Humana,Ampolla 4000 UI / 0.3 ml,135.0,Antianemico,2025
9102,Espirómetro,Unidad,200.0,Insumo Hospitalario,2025
9793,Espironolactona,Tableta 25 mg,2.0,Diuretico,2025
9369,Espironolactona,Tableta 100 mg,4.0,Diuretico,2025
9337,Estrógenos Conjugados,Tableta 0.625 mg,5.0,Hormonas Estrogena,2025
10592,Etinilestradiol + Levonorgestrel,Tableta 30 mcg +150 mcg,20.0,Hormonas Contraceptiva,2025
9727,Fenitoína Suspensión,Frasco 120 ml,200.0,Antiepileptico,2025
1106,Fenitoína,Tableta 100 mg,8.0,Antiepileptico,2025
1098,Fitomenadiona (Vit. K),Ampolla 10 mg/ 1 ml,15.0,Coagulant,2025
1256,Fluconazol,Cápsula 150 mg,2.5,Antifungico,2025
9741,Fluconazol Suspensión,Frasco 60 ml,200.0,Antipsicotico,2025
1784,Decanoato de Flufenazina,Ampolla 25 mg/ml,400.0,Psicofarmaco,2025
9181,Fluoxetina,Tableta 20 mg,6.0,Antidepresivo,2025
9735,Fosfomicina Suspensión,Frasco 120 ml,140.0,Antibacteriano,2025
9736,Fosfomicina,Tableta 500 mg,10.0,Antibacteriano,2025
1573,Furosemida,Ampolla 20 mg / 2 ml,2.0,Diuretico,2025
1574,Furosemida,Tableta 40 mg,0.3,Diuretico,2025
9063,Gasa Precortada 4” X 4”,Sobre / 10 Unidades,10.0,Insumo Hospitalario,2025
1175,Gentamicina,Ampolla 80 mg / 2 ml,3.0,Antibacteriano,2025
9808,Gentamicina Solución Oftálmica,Frasco Gotero 5 ml,30.0,Antibacteriano,2025
1662,Glibenclamida,Tableta 5 mg,0.2,Antidiabetico,2025
11507,Glimepirida 2 mg,Tableta 2 mg,2.0,Insulinas Y Agentes Antidiabetico,2025
11393,Glimepirida 4 mg,Tableta 4 mg,5.0,Insulinas Y Agentes Antidiabetico,2025
9745,Gotas Óticas (Polimixina + Neomicina),Frasco Gotero 10 ml,125.0,Antibacteriano,2025
10264,Griseofulvina,Tableta 500 mg,7.0,Antifungico,2025
2167,Guante Examen Mediano,Par,3.0,Antipsicotico,2025
1790,Haloperidol,Frasco Gotero 15 ml,16.0,Antipsicotico,2025
1787,Haloperidol,Tableta 5 mg,1.0,Antipsicotico,2025
1359,Heparina,Vial 5000 UI / 5 mL,75.0,Anticoagulant,2025
10235,Hidralazina Clorhidrato,Tableta 50 mg,40.0,Antihipertensivo,2025
9794,Hidroclorotiazida,Tableta 25 mg,0.3,Antihipertensivo,2025
1575,Hidroclorotiazida,Tableta 50 mg,0.3,Antihipertensivo,2025
1514,Hidrocortisona 1% Pomada,Tubo 15 g,20.0,Dermatologicos Antiinflamatorio,2025
1640,Hidrocortisona,Vial 100 mg,10.0,Hormonas Y Sustitutos Sintetico,2025
10743,Hidróxido de Aluminio + Hidróxido Magnesio + Simeticona,520mg + 480mg + 40mg Sobre de 5ml,20.0,Antiacidos Antiflatulento,2025
9282,Hierro Sacarosa,Ampolla 100 mg / 5 ml,40.0,Antianemico,2025
10237,Ibuprofeno Suspensión,200mg/5ml Frasco 60ml,30.0,Analgesicos-Antiinflamatorios No Esteroideo,2025
10236,Ibuprofeno,Tableta 400 mg,1.0,Analgesicos-Antiinflamatorios No Esteroideo,2025
1055,Ibuprofeno,Tableta 600 mg,1.0,Analgesicos-Antiinflamatorios No Esteroideo,2025
9274,Imipramina,Tableta 25 mg,1.0,Antidepresivo,2025
3399,Inmovilizador de Dedo en Aluminio para Adultos,Unidad,120.0,Ortopedico,2025
1690,Inmunoglobulina Antitetánica Humana,Vial 250 UI / 1 ml,500.0,Sueros E Inmunoglobulina,2025
9645,"Insulina glargina Recombinante, Análoga Humana",Ampolla Multidosis,350.0,Insulinas Y Agentes Antidiabetico,2025
1663,Insulina Intermedia NPH 100 UI/mL Vial 10 mL,Vial 10 ml,110.0,Insulinas Y Agentes Antidiabetico,2025
1664,Insulina Mixta 70/30,Vial 10 ml,110.0,Insulinas Y Agentes Antidiabetico,2025
1665,Insulina Regular (Cristalina) 100 UI/mL Vial 10mL,Vial 10 ml,110.0,Insulinas Y Agentes Antidiabetico,2025
10388,Ipratropio Bromuro Solución P/Nebulizar,Ampolla 0.900mg/3ml,50.0,Antiasmatico,2025
9526,Itraconazol,Cápsula 100 mg,6.5,Antifungico,2025
2387,Jabón Antiséptico (Benzalconio),Pasta 100 g,30.0,Dermatologicos Antiseptico,2025
2392,Jabón De Avena,Pasta 100 g,30.0,Dermatologicos Antiseptico,2025
2389,Jabón De Azufre,Pasta 100 g,30.0,Dermatologicos Antiseptico,2025
2020,Jeringa 3 ml,Unidad,2.0,Insumo Hospitalario,2025
2022,Jeringa 5 ml,Unidad,2.0,Insumo Hospitalario,2025
2023,Jeringa 10 ml,Unidad,3.0,Insumo Hospitalario,2025
2024,Jeringa 20 ml,Unidad,5.0,Insumo Hospitalario,2025
2029,Jeringa Insulina,Unidad,2.0,Insumo Hospitalario,2025
1259,Ketoconazol,Tableta 200 mg,1.25,Antifungico,2025
9427,Ketoconazol Champú,Frasco 100 ml,30.0,Antifungico,2025
1481,Ketoconazol 2% Crema,Tubo 30 g,12.0,Antifungico,2025
9338,Lactulosa Jarabe,Frasco 240 ml,150.0,Laxante Osmotico,2025
1339,Levodopa+Benserazida,Tableta 200 mg + 50 mg,15.0,Antiparkinsoniano,2025
9732,Levofloxacina,Tableta 500 mg,2.5,Antibacteriano,2025
10268,Levotiroxina,Tableta 25 mcg,1.5,Hormonas Tiroidea,2025
10246,Levotiroxina,Tableta 50 mcg,1.5,Hormonas Tiroidea,2025
9231,Levotiroxina,Tableta 0.1 mg,1.5,Hormonas Tiroidea,2025
3030,Lidocaína Clorhidrato 2%,Vial / 50 ml,25.0,Anestesico Local,2025
1437,Lisinopril,Tableta 10 mg,0.5,Antihipertensivo,2025
1438,Lisinopril,Tableta 20 mg,2.0,Antihipertensivo,2025
9343,Loperamida,Tableta 2 mg,0.5,Antidiarreico,2025
1081,Loratadina,Tableta 10 mg,0.5,Antialergico,2025
1084,Loratadina Jarabe,Frasco 90 ml,15.0,Antialergico,2025
9392,Losartán Potásico,Tableta 50 mg,0.5,Antihipertensivo,2025
9772,Losartán Potásico,Tableta 100 mg,1.5,Antihipertensivo,2025
2063,Mariposita #21,Unidad,2.0,Insumo Hospitalario,2025
2064,Mariposita #23,Unidad,2.0,Insumo Hospitalario,2025
2065,Mariposita #25,Unidad,2.0,Insumo Hospitalario,2025
9353,Mascarilla Para Nebulizar (Adulto),Unidad,25.0,Insumo Hospitalario,2025
2419,Mascarilla Para Nebulizar (Pediátrica),Unidad,25.0,Insumo Hospitalario,2025
1217,Mebendazol,Blíster de 6 Tabletas,3.0,Antihelmintico,2025
1218,Mebendazol Suspensión,Frasco 30 ml,10.0,Antihelmintico,2025
9076,Mecobalamina (Vit. B12),Cápsula 500 mcg,5.0,Vitamina,2025
9708,Meloxican,Tableta 15 mg,2.0,Antiinflamatorios No Esteroideo,2025
10276,Metformina,Tableta 500 mg,0.5,Antidiabetico,2025
1661,Metformina,Tableta 850 mg,0.5,Antidiabetico,2025
1661,Metformina,Tableta 1000 mg,1.5,Antidiabetico,2025
10238,Metildopa,Tableta 250 mg,4.0,Antihipertensivo,2025
1414,Metildopa,Tableta 500 mg,5.0,Antihipertensivo,2025
10239,Metilprednisolona,Vial 40 mg / 1 ml,300.0,Hormonas Y Sustitutos Sintetico,2025
1601,Metoclopramida,Ampolla 10 mg / 2 ml,2.0,Antiemetico,2025
9414,Metoclopramida Suspensión,Frasco 120 ml,50.0,Antiemetico,2025
1602,Metoclopramida,Tableta 10 mg,0.4,Antiemetico,2025
1235,Metronidazol,Tableta 500 mg,0.5,Antiamebico,2025
10339,Metronidazol Benzoato Suspensión,Frasco 120 ml,20.0,Antiamebico,2025
10274,Metronidazol + Diyodohidroxiquinoleína,Frasco 120 ml (400 mg + 200 mg),85.0,Antiamebico,2025
10273,Metronidazol + Diyodohidroxiquinoleína,Tableta 400 mg /200 mg,7.0,Antiamebico,2025
1236,Metronidazol Solución Inyectable,Frasco 500 mg /100 ml,12.0,Antiamebico,2025
10348,Muletas De Aluminio Pequeña Para Adolescentes S,Unidad,300.0,Ortopedico,2025
10347,Muletas De Aluminio Grandes Para Adultos L,Unidad,300.0,Ortopedico,2025
10349,Muletas De Aluminio Grandes Para Adultos XL,Unidad,300.0,Ortopedico,2025
1905,Multivitamínico Lactante,Frasco Gotero 15 ml,20.0,Vitamina,2025
10398,Multivitaminas Prenatales,Capsula,7.0,Vitamina,2025
9340,"Nafazolina 0.001% , Sol. Oftálmica",Frasco 10 ml,35.0,Descongestionante Ocular,2025
